school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,frl
2017-2018,41,OREGON,Lourdes School,OR-00000000002103,4111040,OR-00000000002103-00000000000000002994,411104001494,NA
2017-2018,41,OREGON,Lowell Junior/Senior High School,OR-00000000002092,4107590,OR-00000000002092-00000000000000000599,410759000634,103
2017-2018,41,OREGON,Lowrie Primary School,OR-00000000001922,4113170,OR-00000000001922-00000000000000005056,411317001822,185
2017-2018,41,OREGON,Luckiamute Valley Charter School,OR-00000000002190,4103860,OR-00000000002190-00000000000000003461,410386001045,108
2017-2018,41,OREGON,Lundy Elementary School,OR-00000000002092,4107590,OR-00000000002092-00000000000000000598,410759000633,141
2017-2018,41,OREGON,Lyle Elementary School,OR-00000000002190,4103860,OR-00000000002190-00000000000000000989,410386001043,225
2017-2018,41,OREGON,M A Lynch Elementary School,OR-00000000001977,4110350,OR-00000000001977-00000000000000000259,411035000278,285
2017-2018,41,OREGON,Mabel Rush Elementary School,OR-00000000002254,4108720,OR-00000000002254-00000000000000001219,410872001272,173
2017-2018,41,OREGON,Madison Elementary School,OR-00000000001965,4103660,OR-00000000001965-00000000000000000196,410366000211,308
2017-2018,41,OREGON,Madison High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000915,411004000968,763
2017-2018,41,OREGON,Madison Middle School,OR-00000000002082,4104740,OR-00000000002082-00000000000000000520,410474000565,219
2017-2018,41,OREGON,Madras High School,OR-00000000002053,4106740,OR-00000000002053-00000000000000000434,410674000456,478
2017-2018,41,OREGON,Madras Primary School,OR-00000000002053,4106740,OR-00000000002053-00000000000000000430,410674000451,327
2017-2018,41,OREGON,Madrona Elementary School,OR-00000000002055,4106900,OR-00000000002055-00000000000000000450,410690000472,261
2017-2018,41,OREGON,Madrone Trail Public Charter School,OR-00000000002048,4108040,OR-00000000002048-00000000000000004593,410804001736,57
2017-2018,41,OREGON,Malabon Elementary School,OR-00000000002088,4102040,OR-00000000002088-00000000000000000586,410204000620,291
2017-2018,41,OREGON,Malin Elementary School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000475,410702000500,105
2017-2018,41,OREGON,Manzanita Elementary School,OR-00000000002055,4106900,OR-00000000002055-00000000000000000451,410690000473,265
2017-2018,41,OREGON,Maple Elementary School,OR-00000000002083,4111670,OR-00000000002083-00000000000000000550,411167000583,301
2017-2018,41,OREGON,Mapleton Elementary School,OR-00000000002085,4107710,OR-00000000002085-00000000000000000568,410771000602,57
2017-2018,41,OREGON,Mapleton Jr/Sr High School,OR-00000000002085,4107710,OR-00000000002085-00000000000000000569,410771000603,55
2017-2018,41,OREGON,Maplewood Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000873,411004000918,63
2017-2018,41,OREGON,Marcola Elementary School,OR-00000000002094,4107740,OR-00000000002094-00000000000000000603,410774000638,72
2017-2018,41,OREGON,Margaret Scott Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000948,411052001001,325
2017-2018,41,OREGON,Mari-Linn Elementary School,OR-00000000002143,4100020,OR-00000000002143-00000000000000000656,410002000693,113
2017-2018,41,OREGON,Mark Twain Elementary,OR-00000000002138,4111450,OR-00000000002138-00000000000000000714,411145000762,185
2017-2018,41,OREGON,Markham Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000001278,411004000919,205
2017-2018,41,OREGON,Marshall High School,OR-00000000001976,4101980,OR-00000000001976-00000000000000001338,410198000688,118
2017-2018,41,OREGON,Marshfield Senior High School,OR-00000000001965,4103660,OR-00000000001965-00000000000000000201,410366000216,537
2017-2018,41,OREGON,Martin Luther King Jr. School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000866,411004000911,328
2017-2018,41,OREGON,Mary Woodward Elementary School,OR-00000000002242,4112240,OR-00000000002242-00000000000000001137,411224001299,79
2017-2018,41,OREGON,Marysville Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000875,411004000920,301
2017-2018,41,OREGON,Maupin Elementary School,OR-00000000002225,4100021,OR-00000000002225-00000000000000001108,410002101166,77
2017-2018,41,OREGON,May Roberts Elementary School,OR-00000000002108,4109270,OR-00000000002108-00000000000000000696,410927000743,350
2017-2018,41,OREGON,May Street Elementary School,OR-00000000002024,4106510,OR-00000000002024-00000000000000000362,410651000382,203
2017-2018,41,OREGON,Mazama High School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000488,410702000513,466
2017-2018,41,OREGON,McBride Elementary School,OR-00000000001948,4111720,OR-00000000001948-00000000000000000182,411172000193,259
2017-2018,41,OREGON,McCornack Elementary School,OR-00000000002082,4104740,OR-00000000002082-00000000000000000522,410474000548,236
2017-2018,41,OREGON,McGovern Elementary School,OR-00000000002002,4113490,OR-00000000002002-00000000000000000311,411349000331,193
2017-2018,41,OREGON,McKay Creek Elementary School,OR-00000000002207,4109510,OR-00000000002207-00000000000000001047,410951001105,93
2017-2018,41,OREGON,McKay Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001168,410192001219,173
2017-2018,41,OREGON,McKay High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000771,411082001296,1910
2017-2018,41,OREGON,McKenzie Elementary School,OR-00000000002090,4107980,OR-00000000002090-00000000000000000593,410798000628,105
2017-2018,41,OREGON,McKenzie High School,OR-00000000002090,4107980,OR-00000000002090-00000000000000000594,410798000629,47
2017-2018,41,OREGON,McKinley Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000750,411082000796,149
2017-2018,41,OREGON,McKinley Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001169,410192001220,376
2017-2018,41,OREGON,McLoughlin High School,OR-00000000002205,4108160,OR-00000000002205-00000000000000001064,410816001123,348
2017-2018,41,OREGON,McLoughlin Middle School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000422,410804000443,498
2017-2018,41,OREGON,McMinnville High School,OR-00000000002256,4108010,OR-00000000002256-00000000000000001234,410801001284,994
2017-2018,41,OREGON,McNary Heights Elementary School,OR-00000000002204,4112600,OR-00000000002204-00000000000000001032,411260001091,502
2017-2018,41,OREGON,McNary High School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000772,411082000817,1052
2017-2018,41,OREGON,Meadow Park Middle School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001182,410192001235,373
2017-2018,41,OREGON,Meadow View School,OR-00000000002088,4102040,OR-00000000002088-00000000000000002264,410204001391,316
2017-2018,41,OREGON,Meadows Elementary,OR-00000000002185,4102800,OR-00000000002185-00000000000000000959,410280001012,289
2017-2018,41,OREGON,Melrose Elementary School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000274,411071000293,125
2017-2018,41,OREGON,Memorial Elementary School,OR-00000000002256,4108010,OR-00000000002256-00000000000000001230,410801001281,270
2017-2018,41,OREGON,Memorial Middle School,OR-00000000002100,4101120,OR-00000000002100-00000000000000000642,410112000733,286
2017-2018,41,OREGON,Menlo Park Elementary School,OR-00000000002187,4103940,OR-00000000002187-00000000000000000976,410394001032,360
2017-2018,41,OREGON,Meridian Creek Middle School,OR-00000000001922,4113170,OR-00000000001922-00000000000000005377,411317001851,116
2017-2018,41,OREGON,Merrill Elementary School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000476,410702000501,106
2017-2018,41,OREGON,Metolius Elementary School,OR-00000000002053,4106740,OR-00000000002053-00000000000000000431,410674000452,243
2017-2018,41,OREGON,Metro East Web Academy,OR-00000000002183,4106000,OR-00000000002183-00000000000000004740,410600001787,NA
2017-2018,41,OREGON,Metropolitan Learning Center,OR-00000000002180,4110040,OR-00000000002180-00000000000000000916,411004000967,78
2017-2018,41,OREGON,Metzger Elementary School,OR-00000000002242,4112240,OR-00000000002242-00000000000000001140,411224001193,376
2017-2018,41,OREGON,Mid Valley Elementary School,OR-00000000002024,4106510,OR-00000000002024-00000000000000000363,410651000383,403
2017-2018,41,OREGON,Middleton Elementary School,OR-00000000002244,4111290,OR-00000000002244-00000000000000003222,411129001501,45
2017-2018,41,OREGON,Mill Park Elementary School,OR-00000000002187,4103940,OR-00000000002187-00000000000000000977,410394001033,402
2017-2018,41,OREGON,Miller Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003215,411082001497,292
2017-2018,41,OREGON,Millicoma School,OR-00000000001965,4103660,OR-00000000001965-00000000000000000197,410366000214,279
2017-2018,41,OREGON,Mills Elementary School,OR-00000000002056,4107080,OR-00000000002056-00000000000000000461,410708000485,360
2017-2018,41,OREGON,Milwaukie Academy of the Arts,OR-00000000001924,4108830,OR-00000000001924-00000000000000004369,410883001686,NA
2017-2018,41,OREGON,Milwaukie Elementary School,OR-00000000001924,4108830,OR-00000000001924-00000000000000000073,410883000081,68
2017-2018,41,OREGON,Milwaukie High School,OR-00000000001924,4108830,OR-00000000001924-00000000000000000086,410883000094,604
2017-2018,41,OREGON,Minter Bridge Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001116,410002301305,248
2017-2018,41,OREGON,Mist Elementary School,OR-00000000001947,4112930,OR-00000000001947-00000000000000000176,411293000186,NA
2017-2018,41,OREGON,Mitchell School,OR-00000000002249,4108280,OR-00000000002249-00000000000000003404,410828001259,22
2017-2018,41,OREGON,Mohawk High School,OR-00000000002094,4107740,OR-00000000002094-00000000000000000604,410774000639,61
2017-2018,41,OREGON,Molalla Elementary School,OR-00000000001925,4108310,OR-00000000001925-00000000000000000094,410831001325,270
2017-2018,41,OREGON,Molalla High School,OR-00000000001925,4108310,OR-00000000001925-00000000000000000142,410831000151,265
2017-2018,41,OREGON,Molalla River Academy,OR-00000000001925,4108310,OR-00000000001925-00000000000000004745,410831001789,27
2017-2018,41,OREGON,Molalla River Middle School,OR-00000000001925,4108310,OR-00000000001925-00000000000000000095,410831000102,255
2017-2018,41,OREGON,Monmouth Elementary School,OR-00000000002191,4102840,OR-00000000002191-00000000000000000999,410284001055,256
2017-2018,41,OREGON,Monroe Grade School,OR-00000000001898,4108430,OR-00000000001898-00000000000000001321,410843000027,150
2017-2018,41,OREGON,Monroe High School,OR-00000000001898,4108430,OR-00000000001898-00000000000000000043,410843000050,57
2017-2018,41,OREGON,Monroe Middle School,OR-00000000002082,4104740,OR-00000000002082-00000000000000000524,410474000566,250
2017-2018,41,OREGON,Monroe School,OR-00000000003477,4100043,OR-00000000003477-00000000000000002258,410004301404,15
2017-2018,41,OREGON,Montclair Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001170,410192001222,73
2017-2018,41,OREGON,Monument School,OR-00000000002010,4108460,OR-00000000002010-00000000000000003350,410846000356,30
2017-2018,41,OREGON,Mooberry Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001117,410002301173,321
2017-2018,41,OREGON,Morningside Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000753,411082000799,200
2017-2018,41,OREGON,Mosier Community School,OR-00000000004131,4100048,OR-00000000004131-00000000000000001095,410004801153,91
2017-2018,41,OREGON,Mount Scott Elementary School,OR-00000000001924,4108830,OR-00000000001924-00000000000000001264,410883001354,99
2017-2018,41,OREGON,Mountain View Academy,OR-00000000002092,4107590,OR-00000000002092-00000000000000005252,410759001834,38
2017-2018,41,OREGON,Mountain View Middle School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001183,410192001236,478
2017-2018,41,OREGON,Mountain View Middle School,OR-00000000002254,4108720,OR-00000000002254-00000000000000001221,410872001273,221
2017-2018,41,OREGON,Mountain View Senior High School,OR-00000000001976,4101980,OR-00000000001976-00000000000000000252,410198000271,555
2017-2018,41,OREGON,Mountainside High School,OR-00000000002243,4101920,OR-00000000002243-00000000000000005381,410192001855,200
2017-2018,41,OREGON,Mt Angel Middle School,OR-00000000002145,4108550,OR-00000000002145-00000000000000000792,410855000837,102
2017-2018,41,OREGON,Mt Tabor Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000877,411004000922,135
2017-2018,41,OREGON,Mt Vernon Elementary School,OR-00000000002083,4111670,OR-00000000002083-00000000000000000554,411167000586,345
2017-2018,41,OREGON,Mt View Elementary School,OR-00000000001901,4103480,OR-00000000001901-00000000000000000037,410348000044,128
2017-2018,41,OREGON,Mulino Elementary School,OR-00000000001925,4108310,OR-00000000001925-00000000000000000121,410831000129,102
2017-2018,41,OREGON,Multi-sensory Instruction Teaching Children Hands-On (MITCH),OR-00000000002242,4112240,OR-00000000002242-00000000000000003579,411224004176,NA
2017-2018,41,OREGON,Multisensory Learning Academy,OR-00000000002182,4110520,OR-00000000002182-00000000000000003490,411052001434,95
2017-2018,41,OREGON,Myers Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000754,411082000800,231
2017-2018,41,OREGON,Myrtle Creek Elementary School,OR-00000000001994,4111610,OR-00000000001994-00000000000000000290,411161000310,241
2017-2018,41,OREGON,Myrtle Crest School,OR-00000000001968,4100640,OR-00000000001968-00000000000000000214,410064000233,230
2017-2018,41,OREGON,Myrtle Point High School,OR-00000000001968,4100640,OR-00000000001968-00000000000000000215,410064000234,148
2017-2018,41,OREGON,Naas Elementary School,OR-00000000001926,4110890,OR-00000000001926-00000000000000000096,411089000103,172
2017-2018,41,OREGON,Nancy Ryles Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001303,410192000210,110
2017-2018,41,OREGON,Neah-Kah-Nie High School,OR-00000000002198,4108650,OR-00000000002198-00000000000000001022,410865001081,92
2017-2018,41,OREGON,Neah-Kah-Nie Middle School,OR-00000000002198,4108650,OR-00000000002198-00000000000000004481,410865001656,96
2017-2018,41,OREGON,Nehalem Elementary School,OR-00000000002198,4108650,OR-00000000002198-00000000000000001021,410865001080,89
2017-2018,41,OREGON,Neil Armstrong Middle School,OR-00000000002241,4105160,OR-00000000002241-00000000000000001126,410516001188,486
2017-2018,41,OREGON,Nellie Muir Elementary School,OR-00000000002146,4113530,OR-00000000002146-00000000000000000796,411353000841,372
2017-2018,41,OREGON,Nestucca High School,OR-00000000002199,4108700,OR-00000000002199-00000000000000001023,410870001082,146
2017-2018,41,OREGON,Nestucca Valley Elementary,OR-00000000002199,4108700,OR-00000000002199-00000000000000001019,410870001077,163
2017-2018,41,OREGON,Network Charter School,OR-00000000002082,4104740,OR-00000000002082-00000000000000004041,410474001593,84
2017-2018,41,OREGON,New Bridge High School,OR-00000000003477,4100043,OR-00000000003477-00000000000000002260,410004301406,78
2017-2018,41,OREGON,New Urban High School,OR-00000000001924,4108830,OR-00000000001924-00000000000000004004,410883001583,96
2017-2018,41,OREGON,Newberg Senior High School,OR-00000000002254,4108720,OR-00000000002254-00000000000000001222,410872001274,418
2017-2018,41,OREGON,Newby Elementary School,OR-00000000002256,4108010,OR-00000000002256-00000000000000001231,410801001282,335
