school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,frl
2015-2016,41,OREGON,Meadow View School,00000000002088,4102040,00000000002088-00000000000000002264,410204001391,337
2015-2016,41,OREGON,Kalapuya High School,00000000002088,4102040,00000000002088-00000000000000003566,410204004178,61
2015-2016,41,OREGON,Prairie Mountain School,00000000002088,4102040,00000000002088-00000000000000003567,410204004179,498
2015-2016,41,OREGON,Triangle Lake Charter School,00000000002095,4102160,00000000002095-00000000000000003401,410216000641,140
2015-2016,41,OREGON,Black Butte Elementary School,00000000002052,4102190,00000000002052-00000000000000000428,410219000449,-1
2015-2016,41,OREGON,Azalea Middle School,00000000001974,4102310,00000000001974-00000000000000000235,410231000253,220
2015-2016,41,OREGON,Kalmiopsis Elementary School,00000000001974,4102310,00000000001974-00000000000000000236,410231000254,459
2015-2016,41,OREGON,Brookings-Harbor High School,00000000001974,4102310,00000000001974-00000000000000000237,410231000255,282
2015-2016,41,OREGON,Henry L Slater Elementary School,00000000002014,4102490,00000000002014-00000000000000000342,410249000361,266
2015-2016,41,OREGON,Hines Middle School,00000000002014,4102490,00000000002014-00000000000000000355,410249000363,104
2015-2016,41,OREGON,Burns High School,00000000002014,4102490,00000000002014-00000000000000000359,410249000379,125
2015-2016,41,OREGON,Burns Alternative School,00000000002014,4102490,00000000002014-00000000000000003740,410249001520,-1
2015-2016,41,OREGON,Butte Falls Charter School,00000000002046,4102580,00000000002046-00000000000000000406,410258000426,113
2015-2016,41,OREGON,Camas Valley School,00000000001995,4102610,00000000001995-00000000000000003400,410261000315,128
2015-2016,41,OREGON,Carus School,00000000001929,4102640,00000000001929-00000000000000000092,410264000100,170
2015-2016,41,OREGON,William Knight Elementary School,00000000001929,4102640,00000000001929-00000000000000000122,410264000130,193
2015-2016,41,OREGON,Howard Eccles Elementary School,00000000001929,4102640,00000000001929-00000000000000000124,410264000132,169
2015-2016,41,OREGON,Ninety-One School,00000000001929,4102640,00000000001929-00000000000000000127,410264000135,150
2015-2016,41,OREGON,Canby High School,00000000001929,4102640,00000000001929-00000000000000000140,410264000148,437
2015-2016,41,OREGON,Cecile Trost Elementary School,00000000001929,4102640,00000000001929-00000000000000001307,410264000165,279
2015-2016,41,OREGON,Baker Prairie Middle School,00000000001929,4102640,00000000001929-00000000000000004434,410264001651,269
2015-2016,41,OREGON,Philander Lee Elementary School,00000000001929,4102640,00000000001929-00000000000000004435,410264001659,231
2015-2016,41,OREGON,Aumsville Elementary School,00000000002139,4102780,00000000002139-00000000000000000719,410278000767,331
2015-2016,41,OREGON,Turner Elementary School,00000000002139,4102780,00000000002139-00000000000000000790,410278000835,103
2015-2016,41,OREGON,Cloverdale Elementary School,00000000002139,4102780,00000000002139-00000000000000000806,410278000851,62
2015-2016,41,OREGON,Cascade Junior High School,00000000002139,4102780,00000000002139-00000000000000000810,410278000855,249
2015-2016,41,OREGON,Cascade Senior High School,00000000002139,4102780,00000000002139-00000000000000000811,410278000856,294
2015-2016,41,OREGON,Lynch Meadows Elementary School,00000000002185,4102800,00000000002185-00000000000000000959,410280001012,423
2015-2016,41,OREGON,Centennial Middle School,00000000002185,4102800,00000000002185-00000000000000000960,410280001013,655
2015-2016,41,OREGON,Oliver Elementary School,00000000002185,4102800,00000000002185-00000000000000000962,410280001015,363
2015-2016,41,OREGON,Parklane Elementary School,00000000002185,4102800,00000000002185-00000000000000000963,410280001016,328
2015-2016,41,OREGON,Lynch View Elementary School,00000000002185,4102800,00000000002185-00000000000000000964,410280001017,460
2015-2016,41,OREGON,Lynch Wood Elementary School,00000000002185,4102800,00000000002185-00000000000000000965,410280001018,421
2015-2016,41,OREGON,Pleasant Valley Elementary School,00000000002185,4102800,00000000002185-00000000000000000966,410280001019,216
2015-2016,41,OREGON,Centennial High School,00000000002185,4102800,00000000002185-00000000000000000967,410280001020,1161
2015-2016,41,OREGON,Centennial Park School,00000000002185,4102800,00000000002185-00000000000000001367,410280001221,109
2015-2016,41,OREGON,Butler Creek Elementary School,00000000002185,4102800,00000000002185-00000000000000003649,410280001574,287
2015-2016,41,OREGON,Independence Elementary School,00000000002191,4102840,00000000002191-00000000000000000998,410284001054,340
2015-2016,41,OREGON,Monmouth Elementary School,00000000002191,4102840,00000000002191-00000000000000000999,410284001055,311
2015-2016,41,OREGON,Talmadge Middle School,00000000002191,4102840,00000000002191-00000000000000001001,410284001057,435
2015-2016,41,OREGON,Central High School,00000000002191,4102840,00000000002191-00000000000000001002,410284001058,509
2015-2016,41,OREGON,Ash Creek Elementary School,00000000002191,4102840,00000000002191-00000000000000003464,410284001461,364
2015-2016,41,OREGON,Central Linn Elementary School,00000000002105,4102910,00000000002105-00000000000000001311,410291000475,214
2015-2016,41,OREGON,Central Linn High School,00000000002105,4102910,00000000002105-00000000000000000687,410291000729,171
2015-2016,41,OREGON,Central Point Elementary School,00000000002042,4102940,00000000002042-00000000000000000382,410294000402,345
2015-2016,41,OREGON,Jewett Elementary School,00000000002042,4102940,00000000002042-00000000000000000383,410294000403,351
2015-2016,41,OREGON,Patrick Elementary School,00000000002042,4102940,00000000002042-00000000000000000384,410294000404,203
2015-2016,41,OREGON,Richardson Elementary School,00000000002042,4102940,00000000002042-00000000000000000385,410294000405,249
2015-2016,41,OREGON,Sams Valley Elementary School,00000000002042,4102940,00000000002042-00000000000000000386,410294000406,214
2015-2016,41,OREGON,Hanby Middle School,00000000002042,4102940,00000000002042-00000000000000000387,410294000407,127
2015-2016,41,OREGON,Scenic Middle School,00000000002042,4102940,00000000002042-00000000000000000388,410294000408,476
2015-2016,41,OREGON,Crater Academy of Health and Public Services,00000000002042,4102940,00000000002042-00000000000000004557,410294001720,198
2015-2016,41,OREGON,Crater School of Business Innovation and Science,00000000002042,4102940,00000000002042-00000000000000004559,410294001728,226
2015-2016,41,OREGON,Crater Renaissance Academy,00000000002042,4102940,00000000002042-00000000000000004561,410294001739,342
2015-2016,41,OREGON,Clatskanie Elementary School,00000000001945,4103260,00000000001945-00000000000000000163,410326000173,206
2015-2016,41,OREGON,Clatskanie Middle/High School,00000000001945,4103260,00000000001945-00000000000000000168,410326000178,165
2015-2016,41,OREGON,Hudson Park Elementary School,00000000001946,4103265,00000000001946-00000000000000000171,410326500181,271
2015-2016,41,OREGON,Rainier Jr/Sr High School,00000000001946,4103265,00000000001946-00000000000000000174,410326500184,218
2015-2016,41,OREGON,North Columbia Academy,00000000001946,4103265,00000000001946-00000000000000004234,410326501670,25
2015-2016,41,OREGON,Colton Elementary School,00000000001927,4103270,00000000001927-00000000000000000103,410327000109,109
2015-2016,41,OREGON,Colton High School,00000000001927,4103270,00000000001927-00000000000000000104,410327000110,62
2015-2016,41,OREGON,Colton Middle School,00000000001927,4103270,00000000001927-00000000000000001248,410327001343,40
2015-2016,41,OREGON,Condon Elementary School,00000000002006,4103330,00000000002006-00000000000000000325,410333000345,53
2015-2016,41,OREGON,Condon High School,00000000002006,4103330,00000000002006-00000000000000000326,410333000346,21
2015-2016,41,OREGON,Lincoln School of Early Learning,00000000001964,4103390,00000000001964-00000000000000000189,410339000200,50
2015-2016,41,OREGON,Coquille Junior Senior High,00000000001964,4103390,00000000001964-00000000000000000191,410339000202,172
2015-2016,41,OREGON,Coquille Valley Elementary,00000000001964,4103390,00000000001964-00000000000000004025,410339001589,211
2015-2016,41,OREGON,Winter Lakes School,00000000001964,4103390,00000000001964-00000000000000004857,410339001804,104
2015-2016,41,OREGON,Corbett School,00000000002186,4103420,00000000002186-00000000000000004592,410342001729,322
2015-2016,41,OREGON,Adams Elementary School,00000000001901,4103480,00000000001901-00000000000000000027,410348000032,103
2015-2016,41,OREGON,Cheldelin Middle School,00000000001901,4103480,00000000001901-00000000000000000028,410348000033,162
2015-2016,41,OREGON,Garfield Elementary School,00000000001901,4103480,00000000001901-00000000000000000030,410348000037,276
2015-2016,41,OREGON,Hoover Elementary School,00000000001901,4103480,00000000001901-00000000000000000033,410348000040,80
2015-2016,41,OREGON,Jefferson Elementary School,00000000001901,4103480,00000000001901-00000000000000000035,410348000042,89
2015-2016,41,OREGON,Lincoln Elementary School,00000000001901,4103480,00000000001901-00000000000000000036,410348000043,225
2015-2016,41,OREGON,Mt View Elementary School,00000000001901,4103480,00000000001901-00000000000000000037,410348000044,146
2015-2016,41,OREGON,Linus Pauling Middle School,00000000001901,4103480,00000000001901-00000000000000000038,410348000045,306
2015-2016,41,OREGON,Wilson Elementary School,00000000001901,4103480,00000000001901-00000000000000000039,410348000046,187
2015-2016,41,OREGON,Corvallis High School,00000000001901,4103480,00000000001901-00000000000000000040,410348000047,455
2015-2016,41,OREGON,Crescent Valley High School,00000000001901,4103480,00000000001901-00000000000000000041,410348000048,265
2015-2016,41,OREGON,Franklin School,00000000001901,4103480,00000000001901-00000000000000001322,410348000570,85
2015-2016,41,OREGON,Inavale Community Partners dba Muddy Creek Charter School,00000000001901,4103480,00000000001901-00000000000000004637,410348001743,-1
2015-2016,41,OREGON,Cove Charter School,00000000002216,4103540,00000000002216-00000000000000003434,410354001139,72
2015-2016,41,OREGON,Crane Elementary School,00000000002015,4103600,00000000002015-00000000000000000346,410360000365,37
2015-2016,41,OREGON,Crane Union High School,00000000002023,4103630,00000000002023-00000000000000000358,410363000378,20
2015-2016,41,OREGON,Blossom Gulch Elementary School,00000000001965,4103660,00000000001965-00000000000000000192,410366000204,344
2015-2016,41,OREGON,Madison Elementary School,00000000001965,4103660,00000000001965-00000000000000000196,410366000211,307
2015-2016,41,OREGON,Millicoma School,00000000001965,4103660,00000000001965-00000000000000000197,410366000214,288
2015-2016,41,OREGON,Sunset School,00000000001965,4103660,00000000001965-00000000000000000199,410366000215,339
2015-2016,41,OREGON,Marshfield Senior High School,00000000001965,4103660,00000000001965-00000000000000000201,410366000216,580
2015-2016,41,OREGON,Destinations Academy,00000000001965,4103660,00000000001965-00000000000000003227,410366001486,-1
2015-2016,41,OREGON,Resource Link Charter School,00000000001965,4103660,00000000001965-00000000000000004079,410366001602,-1
2015-2016,41,OREGON,Creslane Elementary School,00000000002086,4103690,00000000002086-00000000000000000570,410369000604,332
2015-2016,41,OREGON,Creswell Middle School,00000000002086,4103690,00000000002086-00000000000000000571,410369000605,159
2015-2016,41,OREGON,Creswell High School,00000000002086,4103690,00000000002086-00000000000000000572,410369000606,155
2015-2016,41,OREGON,Crooked River Elementary School,00000000001970,4103720,00000000001970-00000000000000000219,410372000238,389
2015-2016,41,OREGON,Paulina School,00000000001970,4103720,00000000001970-00000000000000000222,410372000241,14
2015-2016,41,OREGON,Powell Butte Community Charter School,00000000001970,4103720,00000000001970-00000000000000000223,410372000242,-1
2015-2016,41,OREGON,Crook County Middle School,00000000001970,4103720,00000000001970-00000000000000000224,410372000243,435
2015-2016,41,OREGON,Crook County High School,00000000001970,4103720,00000000001970-00000000000000000225,410372000244,457
2015-2016,41,OREGON,Pioneer Secondary Alternative High School,00000000001970,4103720,00000000001970-00000000000000004392,410372001682,36
2015-2016,41,OREGON,Barnes Butte Elementary,00000000001970,4103720,00000000001970-00000000000000005302,410372001840,442
2015-2016,41,OREGON,Brothers Elementary School,00000000001970,4103720,00000000001970-00000000000000000265,410372001841,-1
2015-2016,41,OREGON,Applegate Elementary School,00000000002089,4103780,00000000002089-00000000000000000589,410378000624,55
2015-2016,41,OREGON,Crow Middle/High School,00000000002089,4103780,00000000002089-00000000000000000592,410378000627,51
2015-2016,41,OREGON,Culver Middle School,00000000002050,4103840,00000000002050-00000000000000001295,410384000119,109
2015-2016,41,OREGON,Culver Elementary School,00000000002050,4103840,00000000002050-00000000000000000425,410384000446,220
2015-2016,41,OREGON,Culver High School,00000000002050,4103840,00000000002050-00000000000000000426,410384000447,134
2015-2016,41,OREGON,Lyle Elementary School,00000000002190,4103860,00000000002190-00000000000000000989,410386001043,222
2015-2016,41,OREGON,Oakdale Heights Elementary School,00000000002190,4103860,00000000002190-00000000000000000990,410386001044,198
2015-2016,41,OREGON,Luckiamute Valley Charter School,00000000002190,4103860,00000000002190-00000000000000003461,410386001045,-1
2015-2016,41,OREGON,Whitworth Elementary School,00000000002190,4103860,00000000002190-00000000000000000993,410386001047,201
2015-2016,41,OREGON,LaCreole Middle School,00000000002190,4103860,00000000002190-00000000000000000994,410386001049,268
2015-2016,41,OREGON,Dallas High School,00000000002190,4103860,00000000002190-00000000000000000995,410386001050,309
2015-2016,41,OREGON,Dallas Community Charter,00000000002190,4103860,00000000002190-00000000000000005298,410386001835,-1
2015-2016,41,OREGON,Cherry Park Elementary School,00000000002187,4103940,00000000002187-00000000000000000972,410394001025,428
2015-2016,41,OREGON,Floyd Light Middle School,00000000002187,4103940,00000000002187-00000000000000000981,410394001027,650
2015-2016,41,OREGON,Alice Ott Middle School,00000000002187,4103940,00000000002187-00000000000000000980,410394001028,531
2015-2016,41,OREGON,Gilbert Heights Elementary School,00000000002187,4103940,00000000002187-00000000000000000973,410394001029,459
2015-2016,41,OREGON,Gilbert Park Elementary School,00000000002187,4103940,00000000002187-00000000000000000974,410394001030,450
2015-2016,41,OREGON,Lincoln Park Elementary School,00000000002187,4103940,00000000002187-00000000000000000975,410394001031,561
2015-2016,41,OREGON,Menlo Park Elementary School,00000000002187,4103940,00000000002187-00000000000000000976,410394001032,420
2015-2016,41,OREGON,Mill Park Elementary School,00000000002187,4103940,00000000002187-00000000000000000977,410394001033,478
2015-2016,41,OREGON,Ventura Park Elementary School,00000000002187,4103940,00000000002187-00000000000000000978,410394001035,371
2015-2016,41,OREGON,West Powellhurst Elementary School,00000000002187,4103940,00000000002187-00000000000000000979,410394001036,409
2015-2016,41,OREGON,David Douglas High School,00000000002187,4103940,00000000002187-00000000000000000983,410394001037,2295
2015-2016,41,OREGON,Ron Russell Middle School,00000000002187,4103940,00000000002187-00000000000000004232,410394001676,736
2015-2016,41,OREGON,Earl Boyles Elementary,00000000002187,4103940,00000000002187-00000000000000003525,410394004180,363
2015-2016,41,OREGON,Arthur Academy,00000000002187,4103940,00000000002187-00000000000000003580,410394004181,71
2015-2016,41,OREGON,Days Creek Charter School,00000000001993,4103960,00000000001993-00000000000000003348,410396000308,127
2015-2016,41,OREGON,Dayton Jr High School,00000000002253,4103990,00000000002253-00000000000000001291,410399000228,141
2015-2016,41,OREGON,Dayton Grade School,00000000002253,4103990,00000000002253-00000000000000001211,410399001264,284
2015-2016,41,OREGON,Dayton High School,00000000002253,4103990,00000000002253-00000000000000001212,410399001265,211
2015-2016,41,OREGON,Dayville School,00000000002011,4104020,00000000002011-00000000000000003353,410402000358,38
2015-2016,41,OREGON,Diamond Elementary School,00000000002017,4104170,00000000002017-00000000000000000348,410417000367,-1
2015-2016,41,OREGON,Double O Elementary School,00000000002021,4104290,00000000002021-00000000000000000352,410429000372,-1
2015-2016,41,OREGON,North Douglas Elementary School,00000000001996,4104350,00000000001996-00000000000000000296,410435000316,129
2015-2016,41,OREGON,North Douglas High School,00000000001996,4104350,00000000001996-00000000000000000297,410435000317,38
2015-2016,41,OREGON,Drewsey Elementary School,00000000002019,4104380,00000000002019-00000000000000000350,410438000369,-1
2015-2016,41,OREGON,Dufur School,00000000002229,4104410,00000000002229-00000000000000003402,410441001162,162
2015-2016,41,OREGON,Hillside Elementary,00000000002043,4104500,00000000002043-00000000000000000390,410450000410,258
2015-2016,41,OREGON,Shady Cove School,00000000002043,4104500,00000000002043-00000000000000000393,410450000413,206
2015-2016,41,OREGON,Table Rock Elementary,00000000002043,4104500,00000000002043-00000000000000000394,410450000414,545
2015-2016,41,OREGON,Eagle Point Middle School,00000000002043,4104500,00000000002043-00000000000000000396,410450000416,185
2015-2016,41,OREGON,Eagle Point High School,00000000002043,4104500,00000000002043-00000000000000000397,410450000417,529
2015-2016,41,OREGON,Lake Creek Learning Center,00000000002043,4104500,00000000002043-00000000000000003147,410450001416,22
2015-2016,41,OREGON,Eagle Rock Elementary School,00000000002043,4104500,00000000002043-00000000000000004020,410450001586,156
2015-2016,41,OREGON,White Mountain Middle School,00000000002043,4104500,00000000002043-00000000000000004021,410450001587,278
2015-2016,41,OREGON,URCEO-Upper Rogue Center for Educational Opportunities,00000000002043,4104500,00000000002043-00000000000000004378,410450001681,47
2015-2016,41,OREGON,Crater Lake Charter Academy,00000000002043,4104500,00000000002043-00000000000000005251,410450001831,105
2015-2016,41,OREGON,Echo School,00000000002203,4104530,00000000002203-00000000000000003433,410453001089,168
2015-2016,41,OREGON,Stella Mayfield Elementary School,00000000002217,4104590,00000000002217-00000000000000001082,410459001140,211
2015-2016,41,OREGON,Elgin High School,00000000002217,4104590,00000000002217-00000000000000001083,410459001141,63
2015-2016,41,OREGON,Elkton Charter School,00000000001998,4104620,00000000001998-00000000000000000302,410462000322,154
2015-2016,41,OREGON,Clackamas River Elementary School,00000000001930,4104700,00000000001930-00000000000000000131,410470000139,234
2015-2016,41,OREGON,River Mill Elementary School,00000000001930,4104700,00000000001930-00000000000000000132,410470000140,262
2015-2016,41,OREGON,Estacada Middle School,00000000001930,4104700,00000000001930-00000000000000000134,410470000142,193
2015-2016,41,OREGON,Estacada High School,00000000001930,4104700,00000000001930-00000000000000000135,410470000143,242
2015-2016,41,OREGON,Summit Learning Charter,00000000001930,4104700,00000000001930-00000000000000004670,410470001766,-1
2015-2016,41,OREGON,Estacada Early College,00000000001930,4104700,00000000001930-00000000000000004760,410470001778,-1
2015-2016,41,OREGON,Adams Elementary School,00000000002082,4104740,00000000002082-00000000000000000503,410474000530,186
2015-2016,41,OREGON,Awbrey Park Elementary School,00000000002082,4104740,00000000002082-00000000000000000504,410474000531,233
2015-2016,41,OREGON,Coburg Community Charter School,00000000002082,4104740,00000000002082-00000000000000000507,410474000533,-1
2015-2016,41,OREGON,Edgewood Community Elementary School,00000000002082,4104740,00000000002082-00000000000000001774,410474000537,112
2015-2016,41,OREGON,Edison Elementary School,00000000002082,4104740,00000000002082-00000000000000000510,410474000538,108
2015-2016,41,OREGON,Gilham Elementary School,00000000002082,4104740,00000000002082-00000000000000000513,410474000542,194
2015-2016,41,OREGON,Howard Elementary School,00000000002082,4104740,00000000002082-00000000000000000515,410474000544,299
2015-2016,41,OREGON,McCornack Elementary School,00000000002082,4104740,00000000002082-00000000000000000522,410474000548,239
2015-2016,41,OREGON,River Road/El Camino del Rio Elementary School,00000000002082,4104740,00000000002082-00000000000000000525,410474000550,256
2015-2016,41,OREGON,Spring Creek Elementary School,00000000002082,4104740,00000000002082-00000000000000000529,410474000553,179
2015-2016,41,OREGON,Twin Oaks Elementary School,00000000002082,4104740,00000000002082-00000000000000000530,410474000555,112
2015-2016,41,OREGON,Willagillespie Elementary School,00000000002082,4104740,00000000002082-00000000000000000534,410474000559,236
2015-2016,41,OREGON,Cal Young Middle School,00000000002082,4104740,00000000002082-00000000000000000506,410474000561,121
2015-2016,41,OREGON,Kelly Middle School,00000000002082,4104740,00000000002082-00000000000000000518,410474000562,225
2015-2016,41,OREGON,Kennedy Middle School,00000000002082,4104740,00000000002082-00000000000000000519,410474000564,206
2015-2016,41,OREGON,Madison Middle School,00000000002082,4104740,00000000002082-00000000000000000520,410474000565,211
2015-2016,41,OREGON,Monroe Middle School,00000000002082,4104740,00000000002082-00000000000000000524,410474000566,223
2015-2016,41,OREGON,Eugene Education Options,00000000002082,4104740,00000000002082-00000000000000000537,410474000567,86
2015-2016,41,OREGON,Roosevelt Middle School,00000000002082,4104740,00000000002082-00000000000000000526,410474000568,144
2015-2016,41,OREGON,Spencer Butte Middle School,00000000002082,4104740,00000000002082-00000000000000000528,410474000569,139
2015-2016,41,OREGON,North Eugene High School,00000000002082,4104740,00000000002082-00000000000000000536,410474000571,490
2015-2016,41,OREGON,Sheldon High School,00000000002082,4104740,00000000002082-00000000000000000538,410474000572,369
2015-2016,41,OREGON,South Eugene High School,00000000002082,4104740,00000000002082-00000000000000000539,410474000573,355
2015-2016,41,OREGON,Churchill High School,00000000002082,4104740,00000000002082-00000000000000000540,410474000575,537
2015-2016,41,OREGON,Family School,00000000002082,4104740,00000000002082-00000000000000001339,410474000690,68
2015-2016,41,OREGON,Charlemagne French Immersion Elementary School,00000000002082,4104740,00000000002082-00000000000000001240,410474001344,59
2015-2016,41,OREGON,Buena Vista Elementary School,00000000002082,4104740,00000000002082-00000000000000001241,410474001345,148
2015-2016,41,OREGON,Yujin Gakuen Elementary School,00000000002082,4104740,00000000002082-00000000000000001259,410474001348,-1
2015-2016,41,OREGON,Corridor Elementary School,00000000002082,4104740,00000000002082-00000000000000001242,410474001359,192
2015-2016,41,OREGON,Ridgeline Montessori,00000000002082,4104740,00000000002082-00000000000000003233,410474001491,-1
2015-2016,41,OREGON,Village School,00000000002082,4104740,00000000002082-00000000000000003229,410474001492,117
2015-2016,41,OREGON,Network Charter School,00000000002082,4104740,00000000002082-00000000000000004041,410474001593,86
2015-2016,41,OREGON,Cesar Chavez Elementary School,00000000002082,4104740,00000000002082-00000000000000004146,410474001604,334
2015-2016,41,OREGON,Holt Elementary School,00000000002082,4104740,00000000002082-00000000000000004157,410474001609,293
2015-2016,41,OREGON,Arts and Technology Academy at Jefferson,00000000002082,4104740,00000000002082-00000000000000004554,410474001737,210
2015-2016,41,OREGON,Camas Ridge Community Elementary,00000000002082,4104740,00000000002082-00000000000000004739,410474001781,180
2015-2016,41,OREGON,Elmira Elementary School,00000000002084,4104950,00000000002084-00000000000000000563,410495000597,146
2015-2016,41,OREGON,Veneta Elementary School,00000000002084,4104950,00000000002084-00000000000000000566,410495000599,177
2015-2016,41,OREGON,Fern Ridge Middle School,00000000002084,4104950,00000000002084-00000000000000000564,410495000600,151
2015-2016,41,OREGON,Elmira High School,00000000002084,4104950,00000000002084-00000000000000000567,410495000601,213
2015-2016,41,OREGON,West Lane Technology Learning Center,00000000002084,4104950,00000000002084-00000000000000004045,410495001595,-1
2015-2016,41,OREGON,Fields Elementary School,00000000002022,4105020,00000000002022-00000000000000000357,410502001383,-1
2015-2016,41,OREGON,Enterprise Elementary School,00000000002221,4105080,00000000002221-00000000000000001090,410508001148,96
2015-2016,41,OREGON,Enterprise High School,00000000002221,4105080,00000000002221-00000000000000001091,410508001149,52
2015-2016,41,OREGON,Siuslaw Middle School,00000000002096,4105100,00000000002096-00000000000000000608,410510000643,213
2015-2016,41,OREGON,Siuslaw Elementary School,00000000002096,4105100,00000000002096-00000000000000000609,410510000644,444
2015-2016,41,OREGON,Siuslaw High School,00000000002096,4105100,00000000002096-00000000000000000610,410510000645,302
2015-2016,41,OREGON,Cornelius Elementary School,00000000002241,4105160,00000000002241-00000000000000001128,410516001182,271
2015-2016,41,OREGON,Dilley Elementary School,00000000002241,4105160,00000000002241-00000000000000001129,410516001183,72
2015-2016,41,OREGON,Echo Shaw Elementary School,00000000002241,4105160,00000000002241-00000000000000001130,410516001184,352
2015-2016,41,OREGON,Harvey Clarke Elementary School,00000000002241,4105160,00000000002241-00000000000000001132,410516001186,199
2015-2016,41,OREGON,Joseph Gale Elementary School,00000000002241,4105160,00000000002241-00000000000000001133,410516001187,335
2015-2016,41,OREGON,Neil Armstrong Middle School,00000000002241,4105160,00000000002241-00000000000000001126,410516001188,496
2015-2016,41,OREGON,Forest Grove High School,00000000002241,4105160,00000000002241-00000000000000001134,410516001189,962
2015-2016,41,OREGON,Tom McCall Upper Elementary,00000000002241,4105160,00000000002241-00000000000000001127,410516001339,497
2015-2016,41,OREGON,Fern Hill Elementary School,00000000002241,4105160,00000000002241-00000000000000003986,410516001578,276
2015-2016,41,OREGON,Forest Grove Community School,00000000002241,4105160,00000000002241-00000000000000004595,410516001724,45
2015-2016,41,OREGON,Fossil Charter School,00000000002248,4105250,00000000002248-00000000000000001205,410525001375,39
2015-2016,41,OREGON,Frenchglen Elementary School,00000000002020,4105310,00000000002020-00000000000000000351,410531000370,-1
2015-2016,41,OREGON,Silvies River Charter School,00000000002020,4105310,00000000002020-00000000000000004702,410531001756,-1
2015-2016,41,OREGON,Gaston Elementary School,00000000002245,4105430,00000000002245-00000000000000001194,410543001247,140
2015-2016,41,OREGON,Gaston Jr/Sr High School,00000000002245,4105430,00000000002245-00000000000000001195,410543001249,84
2015-2016,41,OREGON,Oregon Virtual Education - West,00000000002245,4105430,00000000002245-00000000000000005061,410543001818,-1
2015-2016,41,OREGON,John Wetten Elementary School,00000000001931,4105610,00000000001931-00000000000000000136,410561000144,393
2015-2016,41,OREGON,Walter L Kraxberger Middle School,00000000001931,4105610,00000000001931-00000000000000000137,410561000145,244
2015-2016,41,OREGON,Gladstone High School,00000000001931,4105610,00000000001931-00000000000000000138,410561000146,292
2015-2016,41,OREGON,Gladstone Center for Children and Families,00000000001931,4105610,00000000001931-00000000000000004719,410561001774,92
2015-2016,41,OREGON,Glendale Elementary School,00000000002000,4105640,00000000002000-00000000000000000306,410564000326,170
2015-2016,41,OREGON,Glendale Community Charter School,00000000002000,4105640,00000000002000-00000000000000000307,410564000327,67
2015-2016,41,OREGON,Glide Elementary School,00000000001992,4105670,00000000001992-00000000000000000282,410567000302,226
2015-2016,41,OREGON,Glide Middle School,00000000001992,4105670,00000000001992-00000000000000000284,410567000303,67
2015-2016,41,OREGON,Glide High School,00000000001992,4105670,00000000001992-00000000000000000285,410567000305,108
2015-2016,41,OREGON,Riley Creek Elementary School,00000000001972,4105760,00000000001972-00000000000000000231,410576000249,224
2015-2016,41,OREGON,Gold Beach High School,00000000001972,4105760,00000000001972-00000000000000000239,410576000257,112
2015-2016,41,OREGON,Allen Dale Elementary School,00000000002054,4105910,00000000002054-00000000000000000435,410591000457,288
2015-2016,41,OREGON,Highland Elementary School,00000000002054,4105910,00000000002054-00000000000000000436,410591000458,244
2015-2016,41,OREGON,Lincoln Elementary School,00000000002054,4105910,00000000002054-00000000000000000437,410591000459,335
2015-2016,41,OREGON,North Middle School,00000000002054,4105910,00000000002054-00000000000000000438,410591000460,504
2015-2016,41,OREGON,Redwood Elementary School,00000000002054,4105910,00000000002054-00000000000000000439,410591000461,312
2015-2016,41,OREGON,Riverside Elementary School,00000000002054,4105910,00000000002054-00000000000000000440,410591000462,362
2015-2016,41,OREGON,South Middle School,00000000002054,4105910,00000000002054-00000000000000000441,410591000463,404
2015-2016,41,OREGON,Grants Pass High School,00000000002054,4105910,00000000002054-00000000000000000442,410591000464,925
2015-2016,41,OREGON,Parkside Elementary,00000000002054,4105910,00000000002054-00000000000000001351,410591000970,370
2015-2016,41,OREGON,Damascus Middle School,00000000002183,4106000,00000000002183-00000000000000000090,410600000098,53
2015-2016,41,OREGON,Deep Creek Elementary School,00000000002183,4106000,00000000002183-00000000000000000091,410600000099,79
2015-2016,41,OREGON,Clear Creek Middle School,00000000002183,4106000,00000000002183-00000000000000001312,410600000525,477
2015-2016,41,OREGON,Kelly Creek Elementary School,00000000002183,4106000,00000000002183-00000000000000001313,410600000534,350
2015-2016,41,OREGON,Dexter McCarty Middle School,00000000002183,4106000,00000000002183-00000000000000000932,410600000988,365
2015-2016,41,OREGON,East Gresham Elementary School,00000000002183,4106000,00000000002183-00000000000000000933,410600000989,378
2015-2016,41,OREGON,Gordon Russell Middle School,00000000002183,4106000,00000000002183-00000000000000000934,410600000990,446
2015-2016,41,OREGON,Highland Elementary School,00000000002183,4106000,00000000002183-00000000000000000935,410600000991,463
2015-2016,41,OREGON,North Gresham Elementary School,00000000002183,4106000,00000000002183-00000000000000000938,410600000992,420
2015-2016,41,OREGON,Powell Valley Elementary School,00000000002183,4106000,00000000002183-00000000000000000939,410600000993,288
2015-2016,41,OREGON,West Gresham Elementary School,00000000002183,4106000,00000000002183-00000000000000000940,410600000994,194
2015-2016,41,OREGON,East Orient Elementary School,00000000002183,4106000,00000000002183-00000000000000000941,410600000995,120
2015-2016,41,OREGON,West Orient Middle School,00000000002183,4106000,00000000002183-00000000000000000942,410600000996,180
