school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,teachers
2015-2016,41,OREGON,Bridger Elementary School,00000000002180,4110040,00000000002180-00000000000000000834,411004000877,25.5
2015-2016,41,OREGON,Bridlemile Elementary School,00000000002180,4110040,00000000002180-00000000000000000835,411004000878,24.1
2015-2016,41,OREGON,Buckman Elementary School,00000000002180,4110040,00000000002180-00000000000000000837,411004000880,22.65
2015-2016,41,OREGON,Capitol Hill Elementary School,00000000002180,4110040,00000000002180-00000000000000000838,411004000881,21.06
2015-2016,41,OREGON,Chapman Elementary School,00000000002180,4110040,00000000002180-00000000000000000839,411004000882,31.82
2015-2016,41,OREGON,Cesar Chavez K-8 School,00000000002180,4110040,00000000002180-00000000000000000841,411004000884,31.7
2015-2016,41,OREGON,Harrison Park School,00000000002180,4110040,00000000002180-00000000000000000842,411004000885,45.82
2015-2016,41,OREGON,Creston Elementary School,00000000002180,4110040,00000000002180-00000000000000000843,411004000886,20.6
2015-2016,41,OREGON,Duniway Elementary School,00000000002180,4110040,00000000002180-00000000000000000844,411004000887,20.57
2015-2016,41,OREGON,Faubion Elementary School,00000000002180,4110040,00000000002180-00000000000000000847,411004000890,28
2015-2016,41,OREGON,George Middle School,00000000002180,4110040,00000000002180-00000000000000000849,411004000893,24.48
2015-2016,41,OREGON,Glencoe Elementary School,00000000002180,4110040,00000000002180-00000000000000000850,411004000894,21.75
2015-2016,41,OREGON,Gray Middle School,00000000002180,4110040,00000000002180-00000000000000000852,411004000896,26
2015-2016,41,OREGON,Grout Elementary School,00000000002180,4110040,00000000002180-00000000000000000854,411004000898,23
2015-2016,41,OREGON,Hayhurst Elementary School,00000000002180,4110040,00000000002180-00000000000000000855,411004000899,25.2
2015-2016,41,OREGON,Beverly Cleary School,00000000002180,4110040,00000000002180-00000000000000000857,411004000901,42.34
2015-2016,41,OREGON,Hosford Middle School,00000000002180,4110040,00000000002180-00000000000000000858,411004000902,30.7
2015-2016,41,OREGON,Irvington Elementary School,00000000002180,4110040,00000000002180-00000000000000000861,411004000905,29.44
2015-2016,41,OREGON,James John Elementary School,00000000002180,4110040,00000000002180-00000000000000000862,411004000906,25.9
2015-2016,41,OREGON,Kelly Elementary School,00000000002180,4110040,00000000002180-00000000000000000864,411004000909,37.5
2015-2016,41,OREGON,King Elementary School,00000000002180,4110040,00000000002180-00000000000000000866,411004000911,29.5
2015-2016,41,OREGON,Lane Middle School,00000000002180,4110040,00000000002180-00000000000000001243,411004000912,27.75
2015-2016,41,OREGON,Laurelhurst Elementary School,00000000002180,4110040,00000000002180-00000000000000000868,411004000913,32.65
2015-2016,41,OREGON,Lee Elementary School,00000000002180,4110040,00000000002180-00000000000000000869,411004000914,26.57
2015-2016,41,OREGON,Lent Elementary School,00000000002180,4110040,00000000002180-00000000000000000870,411004000915,35.03
2015-2016,41,OREGON,Lewis Elementary School,00000000002180,4110040,00000000002180-00000000000000000871,411004000916,19.22
2015-2016,41,OREGON,Llewellyn Elementary School,00000000002180,4110040,00000000002180-00000000000000000872,411004000917,27.09
2015-2016,41,OREGON,Maplewood Elementary School,00000000002180,4110040,00000000002180-00000000000000000873,411004000918,15.49
2015-2016,41,OREGON,Markham Elementary School,00000000002180,4110040,00000000002180-00000000000000001278,411004000919,23.44
2015-2016,41,OREGON,Marysville Elementary School,00000000002180,4110040,00000000002180-00000000000000000875,411004000920,22.85
2015-2016,41,OREGON,Mt Tabor Middle School,00000000002180,4110040,00000000002180-00000000000000000877,411004000922,30.53
2015-2016,41,OREGON,Chief Joseph/Ockley Green School,00000000002180,4110040,00000000002180-00000000000000000878,411004000925,34.25
2015-2016,41,OREGON,Peninsula Elementary School,00000000002180,4110040,00000000002180-00000000000000000879,411004000926,25.5
2015-2016,41,OREGON,Richmond Elementary School,00000000002180,4110040,00000000002180-00000000000000000883,411004000930,26.75
2015-2016,41,OREGON,Rigler Elementary School,00000000002180,4110040,00000000002180-00000000000000000884,411004000931,28.48
2015-2016,41,OREGON,Roseway Heights School,00000000002180,4110040,00000000002180-00000000000000000885,411004000932,58.29
2015-2016,41,OREGON,Sabin Elementary School,00000000002180,4110040,00000000002180-00000000000000000886,411004000933,28.77
2015-2016,41,OREGON,Scott Elementary School,00000000002180,4110040,00000000002180-00000000000000000887,411004000935,31.33
2015-2016,41,OREGON,Sellwood Middle School,00000000002180,4110040,00000000002180-00000000000000000888,411004000936,25.25
2015-2016,41,OREGON,Sitton Elementary School,00000000002180,4110040,00000000002180-00000000000000000889,411004000937,23.5
2015-2016,41,OREGON,Skyline Elementary School,00000000002180,4110040,00000000002180-00000000000000000890,411004000938,17.35
2015-2016,41,OREGON,Stephenson Elementary School,00000000002180,4110040,00000000002180-00000000000000000892,411004000940,15.25
2015-2016,41,OREGON,Sunnyside Environmental School,00000000002180,4110040,00000000002180-00000000000000000893,411004000941,26.93
2015-2016,41,OREGON,Vernon Elementary School,00000000002180,4110040,00000000002180-00000000000000000895,411004000944,24.14
2015-2016,41,OREGON,Vestal Elementary School,00000000002180,4110040,00000000002180-00000000000000000896,411004000945,25.82
2015-2016,41,OREGON,West Sylvan Middle School,00000000002180,4110040,00000000002180-00000000000000000898,411004000947,42.8
2015-2016,41,OREGON,Whitman Elementary School,00000000002180,4110040,00000000002180-00000000000000000900,411004000949,17.36
2015-2016,41,OREGON,Woodlawn Elementary School,00000000002180,4110040,00000000002180-00000000000000000902,411004000952,33.42
2015-2016,41,OREGON,Woodmere Elementary School,00000000002180,4110040,00000000002180-00000000000000000903,411004000953,21
2015-2016,41,OREGON,Woodstock Elementary School,00000000002180,4110040,00000000002180-00000000000000000904,411004000954,22.8
2015-2016,41,OREGON,Benson Polytechnic High School,00000000002180,4110040,00000000002180-00000000000000000906,411004000956,54.5
2015-2016,41,OREGON,Cleveland High School,00000000002180,4110040,00000000002180-00000000000000000909,411004000958,85.43
2015-2016,41,OREGON,Franklin High School,00000000002180,4110040,00000000002180-00000000000000000911,411004000960,81.1
2015-2016,41,OREGON,Grant High School,00000000002180,4110040,00000000002180-00000000000000000912,411004000962,80.02
2015-2016,41,OREGON,Jefferson High School,00000000002180,4110040,00000000002180-00000000000000000913,411004000964,35.35
2015-2016,41,OREGON,Lincoln High School,00000000002180,4110040,00000000002180-00000000000000000914,411004000966,83.76
2015-2016,41,OREGON,Metropolitan Learning Center,00000000002180,4110040,00000000002180-00000000000000000916,411004000967,22.15
2015-2016,41,OREGON,Madison High School,00000000002180,4110040,00000000002180-00000000000000000915,411004000968,64.6
2015-2016,41,OREGON,Wilson High School,00000000002180,4110040,00000000002180-00000000000000000922,411004000975,68.91
2015-2016,41,OREGON,da Vinci Middle School,00000000002180,4110040,00000000002180-00000000000000001363,411004001079,21.35
2015-2016,41,OREGON,Winterhaven School,00000000002180,4110040,00000000002180-00000000000000001364,411004001102,13.88
2015-2016,41,OREGON,Jackson Middle School,00000000002180,4110040,00000000002180-00000000000000001277,411004001365,26.9
2015-2016,41,OREGON,Forest Park Elementary School,00000000002180,4110040,00000000002180-00000000000000002413,411004001395,21.65
2015-2016,41,OREGON,Opal School of the Portland Children's Museum,00000000002180,4110040,00000000002180-00000000000000003451,411004001435,6.95
2015-2016,41,OREGON,Self Enhancement Inc/SEI Academy,00000000002180,4110040,00000000002180-00000000000000004212,411004001537,9.3
2015-2016,41,OREGON,Emerson School,00000000002180,4110040,00000000002180-00000000000000003991,411004001581,7
2015-2016,41,OREGON,Portland Village School,00000000002180,4110040,00000000002180-00000000000000004534,411004001649,22.75
2015-2016,41,OREGON,Alliance High School,00000000002180,4110040,00000000002180-00000000000000004507,411004001652,22.18
2015-2016,41,OREGON,Portland Arthur Academy Charter School,00000000002180,4110040,00000000002180-00000000000000004400,411004001667,8.78
2015-2016,41,OREGON,Creative Science School,00000000002180,4110040,00000000002180-00000000000000004640,411004001765,20.3
2015-2016,41,OREGON,Le Monde French Immersion Public Charter School,00000000002180,4110040,00000000002180-00000000000000005060,411004001814,11.75
2015-2016,41,OREGON,Roosevelt High School,00000000002180,4110040,00000000002180-00000000000000000918,411004001821,62.8
2015-2016,41,OREGON,Kairos PDX,00000000002180,4110040,00000000002180-00000000000000005218,411004001830,4.35
2015-2016,41,OREGON,Trillium,00000000002180,4110040,00000000002180-00000000000000003616,411004004190,21.04
2015-2016,41,OREGON,Powers Elementary School,00000000001967,4110080,00000000001967-00000000000000000210,411008000226,5.73
2015-2016,41,OREGON,Powers High School,00000000001967,4110080,00000000001967-00000000000000000211,411008000227,6.42
2015-2016,41,OREGON,Prairie City School,00000000002009,4110110,00000000002009-00000000000000003349,411011000352,11.86
2015-2016,41,OREGON,Prospect Charter School,00000000002045,4110200,00000000002045-00000000000000003356,411020000111,16.5
2015-2016,41,OREGON,John Tuck Elementary School,00000000001977,4110350,00000000001977-00000000000000000258,411035000277,24.47
2015-2016,41,OREGON,M A Lynch Elementary School,00000000001977,4110350,00000000001977-00000000000000000259,411035000278,26.2
2015-2016,41,OREGON,Terrebonne Community School,00000000001977,4110350,00000000001977-00000000000000000260,411035000279,21.3
2015-2016,41,OREGON,Tumalo Community School,00000000001977,4110350,00000000001977-00000000000000000261,411035000280,19
2015-2016,41,OREGON,Obsidian Middle School,00000000001977,4110350,00000000001977-00000000000000000262,411035000281,29.06
2015-2016,41,OREGON,Redmond High School,00000000001977,4110350,00000000001977-00000000000000000263,411035000282,39.96
2015-2016,41,OREGON,Elton Gregory Middle School,00000000001977,4110350,00000000001977-00000000000000001326,411035000647,27.5
2015-2016,41,OREGON,Vern Patrick Elementary School,00000000001977,4110350,00000000001977-00000000000000001325,411035000942,22.42
2015-2016,41,OREGON,Sage Elementary School,00000000001977,4110350,00000000001977-00000000000000000256,411035001347,32.19
2015-2016,41,OREGON,Tom McCall Elementary School,00000000001977,4110350,00000000001977-00000000000000004429,411035001645,28.18
2015-2016,41,OREGON,Redmond Proficiency Academy,00000000001977,4110350,00000000001977-00000000000000004729,411035001785,28
2015-2016,41,OREGON,Ridgeview High School,00000000001977,4110350,00000000001977-00000000000000005058,411035001820,37.66
2015-2016,41,OREGON,Highland Elementary School,00000000002001,4110410,00000000002001-00000000000000000309,411041000329,17.34
2015-2016,41,OREGON,Reedsport Community Charter School,00000000002001,4110410,00000000002001-00000000000000000310,411041000330,12.83
2015-2016,41,OREGON,Alder Elementary School,00000000002182,4110520,00000000002182-00000000000000000943,411052000997,31.65
2015-2016,41,OREGON,Fairview Elementary School,00000000002182,4110520,00000000002182-00000000000000000945,411052000998,21
2015-2016,41,OREGON,Glenfair Elementary School,00000000002182,4110520,00000000002182-00000000000000000946,411052000999,31.25
2015-2016,41,OREGON,Hartley Elementary School,00000000002182,4110520,00000000002182-00000000000000000947,411052001000,29.5
2015-2016,41,OREGON,Margaret Scott Elementary School,00000000002182,4110520,00000000002182-00000000000000000948,411052001001,25.23
2015-2016,41,OREGON,Davis Elementary School,00000000002182,4110520,00000000002182-00000000000000000949,411052001003,28
2015-2016,41,OREGON,Sweetbriar Elementary School,00000000002182,4110520,00000000002182-00000000000000000950,411052001004,22.01
2015-2016,41,OREGON,Troutdale Elementary School,00000000002182,4110520,00000000002182-00000000000000000951,411052001005,22
2015-2016,41,OREGON,Wilkes Elementary School,00000000002182,4110520,00000000002182-00000000000000000952,411052001006,25.75
2015-2016,41,OREGON,Hauton B Lee Middle School,00000000002182,4110520,00000000002182-00000000000000000954,411052001007,42.33
2015-2016,41,OREGON,Reynolds High School,00000000002182,4110520,00000000002182-00000000000000000957,411052001009,107.94
2015-2016,41,OREGON,Reynolds Middle School,00000000002182,4110520,00000000002182-00000000000000001254,411052001010,48.52
2015-2016,41,OREGON,Woodland Elementary,00000000002182,4110520,00000000002182-00000000000000001365,411052001209,28.93
2015-2016,41,OREGON,Walt Morey Middle School,00000000002182,4110520,00000000002182-00000000000000002263,411052001397,31.17
2015-2016,41,OREGON,Multisensory Learning Academy,00000000002182,4110520,00000000002182-00000000000000003490,411052001434,18
2015-2016,41,OREGON,Reynolds Learning Academy,00000000002182,4110520,00000000002182-00000000000000001343,411052001471,22.79
2015-2016,41,OREGON,Reynolds Arthur Academy,00000000002182,4110520,00000000002182-00000000000000004216,411052001540,12.35
2015-2016,41,OREGON,Salish Ponds Elementary School,00000000002182,4110520,00000000002182-00000000000000003989,411052001579,28
2015-2016,41,OREGON,ACE Academy,00000000002182,4110520,00000000002182-00000000000000004648,411052001763,4.8
2015-2016,41,OREGON,KNOVA Reynolds Public Charter School,00000000002182,4110520,00000000002182-00000000000000004822,411052001798,23.73
2015-2016,41,OREGON,Riddle Elementary School,00000000001999,4110530,00000000001999-00000000000000000304,411053000324,12.38
2015-2016,41,OREGON,Riddle High School,00000000001999,4110530,00000000001999-00000000000000000305,411053000325,15.25
2015-2016,41,OREGON,Riverdale High School,00000000002188,4110560,00000000002188-00000000000000001345,411056000892,15.8
2015-2016,41,OREGON,Riverdale Grade School,00000000002188,4110560,00000000002188-00000000000000000985,411056001039,22.67
2015-2016,41,OREGON,Rogue River Elementary School,00000000002044,4110680,00000000002044-00000000000000000399,411068000419,24
2015-2016,41,OREGON,Rogue River Junior/Senior High,00000000002044,4110680,00000000002044-00000000000000000401,411068000421,22.5
2015-2016,41,OREGON,Rivers Edge Academy Charter School,00000000002044,4110680,00000000002044-00000000000000004856,411068001811,9.74
2015-2016,41,OREGON,Eastwood Elementary School,00000000001991,4110710,00000000001991-00000000000000000269,411071000288,19.09
2015-2016,41,OREGON,Fir Grove Elementary School,00000000001991,4110710,00000000001991-00000000000000000270,411071000289,15
2015-2016,41,OREGON,Fullerton IV Elementary School,00000000001991,4110710,00000000001991-00000000000000000271,411071000290,20.49
2015-2016,41,OREGON,Green Elementary School,00000000001991,4110710,00000000001991-00000000000000000272,411071000291,16.5
2015-2016,41,OREGON,Hucrest Elementary School,00000000001991,4110710,00000000001991-00000000000000000273,411071000292,18
2015-2016,41,OREGON,Melrose Elementary School,00000000001991,4110710,00000000001991-00000000000000000274,411071000293,15.86
2015-2016,41,OREGON,Sunnyslope Elementary School,00000000001991,4110710,00000000001991-00000000000000000276,411071000296,16
2015-2016,41,OREGON,Winchester Elementary,00000000001991,4110710,00000000001991-00000000000000000277,411071000297,17.5
2015-2016,41,OREGON,John C Fremont Middle School,00000000001991,4110710,00000000001991-00000000000000000278,411071000298,37
2015-2016,41,OREGON,Joseph Lane Middle School,00000000001991,4110710,00000000001991-00000000000000000279,411071000299,34.1
2015-2016,41,OREGON,Roseburg High School,00000000001991,4110710,00000000001991-00000000000000000280,411071000300,73.32
2015-2016,41,OREGON,Phoenix School,00000000001991,4110710,00000000001991-00000000000000004391,411071001685,10.25
2015-2016,41,OREGON,Yoshikai Elementary School,00000000002142,4110820,00000000002142-00000000000000000764,411082000547,27.45
2015-2016,41,OREGON,Crossler Middle School,00000000002142,4110820,00000000002142-00000000000000001329,411082000659,30.93
2015-2016,41,OREGON,Houck Middle School,00000000002142,4110820,00000000002142-00000000000000001330,411082000664,44.74
2015-2016,41,OREGON,Stephens Middle School,00000000002142,4110820,00000000002142-00000000000000001331,411082000668,52.25
2015-2016,41,OREGON,Auburn Elementary School,00000000002142,4110820,00000000002142-00000000000000000728,411082000774,30.58
2015-2016,41,OREGON,Brush College Elementary School,00000000002142,4110820,00000000002142-00000000000000000731,411082000777,13.1
2015-2016,41,OREGON,Bush Elementary School,00000000002142,4110820,00000000002142-00000000000000000732,411082000778,16.93
2015-2016,41,OREGON,Candalaria Elementary School,00000000002142,4110820,00000000002142-00000000000000000733,411082000779,16.09
2015-2016,41,OREGON,Clear Lake Elementary School,00000000002142,4110820,00000000002142-00000000000000000734,411082000780,19.5
2015-2016,41,OREGON,Cummings Elementary School,00000000002142,4110820,00000000002142-00000000000000000735,411082000781,20.89
2015-2016,41,OREGON,Englewood Elementary School,00000000002142,4110820,00000000002142-00000000000000000736,411082000782,17.14
2015-2016,41,OREGON,Wright Elementary School,00000000002142,4110820,00000000002142-00000000000000000737,411082000783,20.67
2015-2016,41,OREGON,Four Corners Elementary School,00000000002142,4110820,00000000002142-00000000000000000738,411082000784,28.78
2015-2016,41,OREGON,Grant Community School,00000000002142,4110820,00000000002142-00000000000000000740,411082000786,22.81
2015-2016,41,OREGON,Scott Elementary School,00000000002142,4110820,00000000002142-00000000000000000741,411082000787,33.76
2015-2016,41,OREGON,Highland Elementary School,00000000002142,4110820,00000000002142-00000000000000000743,411082000789,22.56
2015-2016,41,OREGON,Hoover Elementary School,00000000002142,4110820,00000000002142-00000000000000000744,411082000790,26.56
2015-2016,41,OREGON,Gubser Elementary School,00000000002142,4110820,00000000002142-00000000000000000745,411082000791,22.94
2015-2016,41,OREGON,Kennedy Elementary School,00000000002142,4110820,00000000002142-00000000000000000746,411082000792,25.7
2015-2016,41,OREGON,Keizer Elementary School,00000000002142,4110820,00000000002142-00000000000000000747,411082000793,32.21
2015-2016,41,OREGON,Liberty Elementary School,00000000002142,4110820,00000000002142-00000000000000000749,411082000795,17.26
2015-2016,41,OREGON,McKinley Elementary School,00000000002142,4110820,00000000002142-00000000000000000750,411082000796,16.18
2015-2016,41,OREGON,Eyre Elementary School,00000000002142,4110820,00000000002142-00000000000000000751,411082000797,32.75
2015-2016,41,OREGON,Morningside Elementary School,00000000002142,4110820,00000000002142-00000000000000000753,411082000799,17.94
2015-2016,41,OREGON,Myers Elementary School,00000000002142,4110820,00000000002142-00000000000000000754,411082000800,23.8
2015-2016,41,OREGON,Hayesville Elementary School,00000000002142,4110820,00000000002142-00000000000000000755,411082000801,19.85
2015-2016,41,OREGON,Pringle Elementary School,00000000002142,4110820,00000000002142-00000000000000000756,411082000802,25.22
2015-2016,41,OREGON,Richmond Elementary School,00000000002142,4110820,00000000002142-00000000000000000757,411082000803,24.18
2015-2016,41,OREGON,Salem Heights Elementary School,00000000002142,4110820,00000000002142-00000000000000000759,411082000805,14.1
2015-2016,41,OREGON,Schirle Elementary School,00000000002142,4110820,00000000002142-00000000000000000760,411082000806,20.05
2015-2016,41,OREGON,Sumpter Elementary School,00000000002142,4110820,00000000002142-00000000000000000761,411082000807,24.51
2015-2016,41,OREGON,Swegle Elementary School,00000000002142,4110820,00000000002142-00000000000000000762,411082000808,28.32
2015-2016,41,OREGON,Washington Elementary School,00000000002142,4110820,00000000002142-00000000000000000763,411082000809,22.69
2015-2016,41,OREGON,Judson Middle School,00000000002142,4110820,00000000002142-00000000000000000765,411082000811,38.79
2015-2016,41,OREGON,Leslie Middle School,00000000002142,4110820,00000000002142-00000000000000000766,411082000812,34.96
2015-2016,41,OREGON,Parrish Middle School,00000000002142,4110820,00000000002142-00000000000000000767,411082000813,35.44
2015-2016,41,OREGON,Waldo Middle School,00000000002142,4110820,00000000002142-00000000000000000768,411082000814,49.48
2015-2016,41,OREGON,Walker Middle School,00000000002142,4110820,00000000002142-00000000000000000769,411082000815,27.7
2015-2016,41,OREGON,Whiteaker Middle School,00000000002142,4110820,00000000002142-00000000000000000770,411082000816,34.09
2015-2016,41,OREGON,McNary High School,00000000002142,4110820,00000000002142-00000000000000000772,411082000817,84.16
2015-2016,41,OREGON,North Salem High School,00000000002142,4110820,00000000002142-00000000000000000773,411082000818,80.28
2015-2016,41,OREGON,Sprague High School,00000000002142,4110820,00000000002142-00000000000000000774,411082000819,69.13
2015-2016,41,OREGON,South Salem High School,00000000002142,4110820,00000000002142-00000000000000000775,411082000820,77.98
2015-2016,41,OREGON,Howard Street Charter,00000000002142,4110820,00000000002142-00000000000000001358,411082001048,3.01
2015-2016,41,OREGON,McKay High School,00000000002142,4110820,00000000002142-00000000000000000771,411082001296,96.84
2015-2016,41,OREGON,Chapman Hill Elementary School,00000000002142,4110820,00000000002142-00000000000000001244,411082001342,18.37
2015-2016,41,OREGON,Claggett Creek Middle School,00000000002142,4110820,00000000002142-00000000000000003373,411082001440,43.7
2015-2016,41,OREGON,Weddle Elementary School,00000000002142,4110820,00000000002142-00000000000000003374,411082001441,24.57
2015-2016,41,OREGON,Lamb Elementary School,00000000002142,4110820,00000000002142-00000000000000003375,411082001442,25.42
2015-2016,41,OREGON,Hammond Elementary School,00000000002142,4110820,00000000002142-00000000000000003376,411082001443,24.93
2015-2016,41,OREGON,Hallman Elementary School,00000000002142,4110820,00000000002142-00000000000000003377,411082001444,22.35
2015-2016,41,OREGON,Miller Elementary School,00000000002142,4110820,00000000002142-00000000000000003215,411082001497,19.75
2015-2016,41,OREGON,Jane Goodall Environmental Middle Charter School,00000000002142,4110820,00000000002142-00000000000000004210,411082001536,4
2015-2016,41,OREGON,Harritt Elementary School,00000000002142,4110820,00000000002142-00000000000000004068,411082001600,24.44
2015-2016,41,OREGON,Valley Inquiry Charter School,00000000002142,4110820,00000000002142-00000000000000004390,411082001683,7.38
2015-2016,41,OREGON,Early College High School,00000000002142,4110820,00000000002142-00000000000000004589,411082001717,15.38
2015-2016,41,OREGON,Roberts High School,00000000002142,4110820,00000000002142-00000000000000004596,411082001738,35.19
2015-2016,41,OREGON,Straub Middle School,00000000002142,4110820,00000000002142-00000000000000004859,411082001805,27.26
2015-2016,41,OREGON,Kalapuya Elementary School,00000000002142,4110820,00000000002142-00000000000000004858,411082001809,28.7
2015-2016,41,OREGON,Battle Creek Elementary School,00000000002142,4110820,00000000002142-00000000000000005066,411082001819,26.89
2015-2016,41,OREGON,Cesar E Chavez Elem,00000000002142,4110820,00000000002142-00000000000000005064,411082001826,27.24
2015-2016,41,OREGON,West Salem High School,00000000002142,4110820,00000000002142-00000000000000003463,411082004191,76.87
2015-2016,41,OREGON,Lee Elementary School,00000000002142,4110820,00000000002142-00000000000000003526,411082004192,15.47
2015-2016,41,OREGON,Optimum Learning Environment Charter School,00000000002142,4110820,00000000002142-00000000000000003528,411082004193,5.8
2015-2016,41,OREGON,Forest Ridge Elementary School,00000000002142,4110820,00000000002142-00000000000000003529,411082004194,12.7
2015-2016,41,OREGON,Welches Elementary School,00000000001926,4110890,00000000001926-00000000000000000088,411089000096,8.92
2015-2016,41,OREGON,Naas Elementary School,00000000001926,4110890,00000000001926-00000000000000000096,411089000103,17.52
2015-2016,41,OREGON,Boring Middle School,00000000001926,4110890,00000000001926-00000000000000000097,411089000104,15.76
2015-2016,41,OREGON,Sandy Grade School,00000000001926,4110890,00000000001926-00000000000000000100,411089000106,15.77
2015-2016,41,OREGON,Firwood Elementary School,00000000001926,4110890,00000000001926-00000000000000000101,411089000107,21.89
2015-2016,41,OREGON,Cedar Ridge Middle School,00000000001926,4110890,00000000001926-00000000000000000102,411089000108,16.76
2015-2016,41,OREGON,Sandy High School,00000000001926,4110890,00000000001926-00000000000000000141,411089000149,55.02
2015-2016,41,OREGON,Kelso Elementary School,00000000001926,4110890,00000000001926-00000000000000000099,411089001297,15.31
2015-2016,41,OREGON,Welches Middle School,00000000001926,4110890,00000000001926-00000000000000002392,411089001453,3.92
2015-2016,41,OREGON,Oregon Trail  Academy,00000000001926,4110890,00000000001926-00000000000000004820,411089001799,12
2015-2016,41,OREGON,Grant Watts Elementary School,00000000001944,4110980,00000000001944-00000000000000000158,411098000168,16.43
2015-2016,41,OREGON,Otto Petersen Elementary School,00000000001944,4110980,00000000001944-00000000000000000159,411098000169,25.69
2015-2016,41,OREGON,Warren Elementary School,00000000001944,4110980,00000000001944-00000000000000000160,411098000170,9.08
2015-2016,41,OREGON,Scappoose Middle School,00000000001944,4110980,00000000001944-00000000000000000161,411098000171,15.23
2015-2016,41,OREGON,Scappoose High School,00000000001944,4110980,00000000001944-00000000000000000162,411098000172,35.51
2015-2016,41,OREGON,Sauvie Island Academy,00000000001944,4110980,00000000001944-00000000000000000958,411098001011,10.5
2015-2016,41,OREGON,South Columbia Family School,00000000001944,4110980,00000000001944-00000000000000004221,411098001542,1.95
2015-2016,41,OREGON,Centennial Elementary School,00000000002103,4111040,00000000002103-00000000000000000676,411104000716,16.52
2015-2016,41,OREGON,Scio Middle School,00000000002103,4111040,00000000002103-00000000000000000677,411104000717,8.17
2015-2016,41,OREGON,Scio High School,00000000002103,4111040,00000000002103-00000000000000000678,411104000718,14.74
2015-2016,41,OREGON,Lourdes School,00000000002103,4111040,00000000002103-00000000000000002994,411104001494,3
2015-2016,41,OREGON,Broadway Middle School,00000000001935,4111100,00000000001935-00000000000000000150,411110000159,16.32
2015-2016,41,OREGON,Seaside Heights Elementary School,00000000001935,4111100,00000000001935-00000000000000000152,411110000161,22.62
2015-2016,41,OREGON,Gearhart Elementary School,00000000001935,4111100,00000000001935-00000000000000000153,411110000162,16.63
2015-2016,41,OREGON,Seaside High School,00000000001935,4111100,00000000001935-00000000000000000154,411110000163,23.5
2015-2016,41,OREGON,Faulconer-Chapman School,00000000002257,4111220,00000000002257-00000000000000001235,411122001285,31.95
2015-2016,41,OREGON,Sheridan High School,00000000002257,4111220,00000000002257-00000000000000001237,411122001287,13.75
2015-2016,41,OREGON,Sheridan Spartan Academy,00000000002257,4111220,00000000002257-00000000000000002732,411122001449,2
2015-2016,41,OREGON,Sheridan Japanese School,00000000002257,4111220,00000000002257-00000000000000002728,411122001450,6.2
2015-2016,41,OREGON,Sheridan AllPrep Academy,00000000002257,4111220,00000000002257-00000000000000004833,411122001803,5.13
2015-2016,41,OREGON,Sherman Elementary School,00000000002195,4111250,00000000002195-00000000000000001009,411125001067,9.63
2015-2016,41,OREGON,Sherman Junior/Senior High School,00000000002195,4111250,00000000002195-00000000000000001010,411125001068,9
2015-2016,41,OREGON,Oregon Virtual Education - East,00000000002195,4111250,00000000002195-00000000000000005062,411125001816,15.68
2015-2016,41,OREGON,Archer Glen Elementary School,00000000002244,4111290,00000000002244-00000000000000001334,411129000679,23.29
2015-2016,41,OREGON,J Clyde Hopkins Elementary School,00000000002244,4111290,00000000002244-00000000000000001191,411129001244,26.7
2015-2016,41,OREGON,Sherwood Middle School,00000000002244,4111290,00000000002244-00000000000000001192,411129001245,32.04
2015-2016,41,OREGON,Sherwood High School,00000000002244,4111290,00000000002244-00000000000000001193,411129001246,67.03
2015-2016,41,OREGON,Middleton Elementary School,00000000002244,4111290,00000000002244-00000000000000003222,411129001501,26.91
2015-2016,41,OREGON,Sherwood Charter School,00000000002244,4111290,00000000002244-00000000000000004220,411129001684,12.4
2015-2016,41,OREGON,Edy Ridge Elementary School,00000000002244,4111290,00000000002244-00000000000000004730,411129001772,24.75
2015-2016,41,OREGON,Laurel Ridge Middle School,00000000002244,4111290,00000000002244-00000000000000004731,411129001788,22.23
2015-2016,41,OREGON,North Lake School,00000000002061,4111400,00000000002061-00000000000000001289,411140001381,16.66
2015-2016,41,OREGON,Butte Creek Elementary School,00000000002138,4111450,00000000002138-00000000000000000119,411145000127,19
2015-2016,41,OREGON,Eugene Field Elementary School,00000000002138,4111450,00000000002138-00000000000000000714,411145000762,22.28
2015-2016,41,OREGON,Mark Twain Middle School,00000000002138,4111450,00000000002138-00000000000000000715,411145000763,17.57
2015-2016,41,OREGON,Robert Frost Elementary School,00000000002138,4111450,00000000002138-00000000000000000716,411145000764,27.13
2015-2016,41,OREGON,Evergreen Elementary School,00000000002138,4111450,00000000002138-00000000000000000718,411145000766,4.1
2015-2016,41,OREGON,Victor Point Elementary School,00000000002138,4111450,00000000002138-00000000000000000777,411145000822,10.44
2015-2016,41,OREGON,Pratum Elementary School,00000000002138,4111450,00000000002138-00000000000000000780,411145000825,3.6
2015-2016,41,OREGON,Bethany Charter School,00000000002138,4111450,00000000002138-00000000000000000784,411145000829,5.85
2015-2016,41,OREGON,Scotts Mills Elementary School,00000000002138,4111450,00000000002138-00000000000000000785,411145000830,8.16
2015-2016,41,OREGON,Silver Crest Elementary School,00000000002138,4111450,00000000002138-00000000000000000795,411145000840,8.1
2015-2016,41,OREGON,Central Howell Elementary School,00000000002138,4111450,00000000002138-00000000000000000807,411145000852,8.02
