school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,teachers
2017-2018,41,OREGON,North Marion High School,OR-00000000002141,4108880,OR-00000000002141-00000000000000000726,410888000772,32.00
2017-2018,41,OREGON,North Marion Middle School,OR-00000000002141,4108880,OR-00000000002141-00000000000000000725,410888001326,26.00
2017-2018,41,OREGON,North Marion Primary School,OR-00000000002141,4108880,OR-00000000002141-00000000000000003146,410888001424,22.41
2017-2018,41,OREGON,North Powder Charter School,OR-00000000002214,4108940,OR-00000000002214-00000000000000003365,410894001135,22.85
2017-2018,41,OREGON,Nyssa Elementary School,OR-00000000002110,4109000,OR-00000000002110-00000000000000000702,410900000750,31.00
2017-2018,41,OREGON,Nyssa Middle School,OR-00000000002110,4109000,OR-00000000002110-00000000000000000703,410900000751,15.90
2017-2018,41,OREGON,Nyssa High School,OR-00000000002110,4109000,OR-00000000002110-00000000000000000704,410900000752,21.10
2017-2018,41,OREGON,Lincoln Middle School,OR-00000000001990,4109120,OR-00000000001990-00000000000000000266,410912000285,10.01
2017-2018,41,OREGON,Oakland Elementary School,OR-00000000001990,4109120,OR-00000000001990-00000000000000000267,410912000286,13.48
2017-2018,41,OREGON,Oakland High School,OR-00000000001990,4109120,OR-00000000001990-00000000000000000268,410912000287,12.01
2017-2018,41,OREGON,Oakridge Elementary School,OR-00000000002093,4109150,OR-00000000002093-00000000000000000600,410915000635,17.33
2017-2018,41,OREGON,Oakridge Junior High School,OR-00000000002093,4109150,OR-00000000002093-00000000000000000601,410915000636,6.77
2017-2018,41,OREGON,Oakridge High School,OR-00000000002093,4109150,OR-00000000002093-00000000000000000602,410915000637,9.88
2017-2018,41,OREGON,Alameda Elementary School,OR-00000000002108,4109270,OR-00000000002108-00000000000000000692,410927000739,18.85
2017-2018,41,OREGON,Cairo Elementary School,OR-00000000002108,4109270,OR-00000000002108-00000000000000000693,410927000740,6.65
2017-2018,41,OREGON,Aiken Elementary School,OR-00000000002108,4109270,OR-00000000002108-00000000000000000694,410927000741,13.50
2017-2018,41,OREGON,May Roberts Elementary School,OR-00000000002108,4109270,OR-00000000002108-00000000000000000696,410927000743,21.00
2017-2018,41,OREGON,Pioneer Elementary School,OR-00000000002108,4109270,OR-00000000002108-00000000000000000697,410927000744,6.75
2017-2018,41,OREGON,Ontario Middle School,OR-00000000002108,4109270,OR-00000000002108-00000000000000000698,410927000745,20.93
2017-2018,41,OREGON,Ontario High School,OR-00000000002108,4109270,OR-00000000002108-00000000000000000699,410927000746,37.82
2017-2018,41,OREGON,Beavercreek Elementary School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000105,410933000112,22.50
2017-2018,41,OREGON,Candy Lane Elementary School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000106,410933000113,12.25
2017-2018,41,OREGON,Holcomb Elementary School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000107,410933000114,23.86
2017-2018,41,OREGON,Gaffney Lane Elementary School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000109,410933000116,24.50
2017-2018,41,OREGON,Jennings Lodge Elementary School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000110,410933000117,13.99
2017-2018,41,OREGON,John McLoughlin Elementary School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000114,410933000122,24.48
2017-2018,41,OREGON,Gardiner Middle School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000115,410933000123,39.80
2017-2018,41,OREGON,Ogden Middle School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000116,410933000124,40.24
2017-2018,41,OREGON,Oregon City Senior High School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000118,410933000126,87.74
2017-2018,41,OREGON,Redland Elementary School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000139,410933000147,23.03
2017-2018,41,OREGON,Springwater Environmental Sciences School,OR-00000000001928,4109330,OR-00000000001928-00000000000000004480,410933001642,10.10
2017-2018,41,OREGON,Oregon City Service Learning Academy,OR-00000000001928,4109330,OR-00000000001928-00000000000000002735,410933001666,10.34
2017-2018,41,OREGON,Alliance Charter Academy,OR-00000000001928,4109330,OR-00000000001928-00000000000000004585,410933001725,25.18
2017-2018,41,OREGON,Clackamas Academy of Industrial Sciences,OR-00000000001928,4109330,OR-00000000001928-00000000000000004802,410933001793,10.98
2017-2018,41,OREGON,Paisley School,OR-00000000002060,4109430,OR-00000000002060-00000000000000003360,410943000521,6.60
2017-2018,41,OREGON,Prescott Elementary School,OR-00000000002181,4109480,OR-00000000002181-00000000000000000925,410948000979,19.50
2017-2018,41,OREGON,Russell Elementary,OR-00000000002181,4109480,OR-00000000002181-00000000000000000926,410948000980,21.30
2017-2018,41,OREGON,Sacramento Elementary School,OR-00000000002181,4109480,OR-00000000002181-00000000000000000927,410948000981,18.50
2017-2018,41,OREGON,Shaver Elementary School,OR-00000000002181,4109480,OR-00000000002181-00000000000000000928,410948000982,19.00
2017-2018,41,OREGON,Parkrose Middle School,OR-00000000002181,4109480,OR-00000000002181-00000000000000000930,410948000986,30.50
2017-2018,41,OREGON,Parkrose High School,OR-00000000002181,4109480,OR-00000000002181-00000000000000000931,410948000987,42.72
2017-2018,41,OREGON,McKay Creek Elementary School,OR-00000000002207,4109510,OR-00000000002207-00000000000000001047,410951001105,13.80
2017-2018,41,OREGON,Sherwood Heights Elementary School,OR-00000000002207,4109510,OR-00000000002207-00000000000000001048,410951001106,22.90
2017-2018,41,OREGON,Washington Elementary School,OR-00000000002207,4109510,OR-00000000002207-00000000000000001049,410951001107,22.50
2017-2018,41,OREGON,Pendleton High School,OR-00000000002207,4109510,OR-00000000002207-00000000000000001052,410951001111,37.88
2017-2018,41,OREGON,Sunridge Middle School,OR-00000000002207,4109510,OR-00000000002207-00000000000000001051,410951001327,33.61
2017-2018,41,OREGON,Nixyaawii Community School,OR-00000000002207,4109510,OR-00000000002207-00000000000000004202,410951001534,5.00
2017-2018,41,OREGON,Hawthorne Middle/High School,OR-00000000002207,4109510,OR-00000000002207-00000000000000004116,410951001689,1.60
2017-2018,41,OREGON,Pendleton Early Learning Center,OR-00000000002207,4109510,OR-00000000002207-00000000000000005287,410951001838,16.00
2017-2018,41,OREGON,Perrydale School,OR-00000000002192,4109530,OR-00000000002192-00000000000000003378,410953001060,18.12
2017-2018,41,OREGON,Blodgett Elementary School,OR-00000000001900,4109600,OR-00000000001900-00000000000000000018,410960000020,2.19
2017-2018,41,OREGON,Kings Valley Charter School,OR-00000000001900,4109600,OR-00000000001900-00000000000000003440,410960000021,13.14
2017-2018,41,OREGON,Philomath Elementary School,OR-00000000001900,4109600,OR-00000000001900-00000000000000000020,410960000022,19.96
2017-2018,41,OREGON,Philomath Middle School,OR-00000000001900,4109600,OR-00000000001900-00000000000000000021,410960000023,16.95
2017-2018,41,OREGON,Philomath High School,OR-00000000001900,4109600,OR-00000000001900-00000000000000000022,410960000024,24.48
2017-2018,41,OREGON,Clemens Primary School,OR-00000000001900,4109600,OR-00000000001900-00000000000000003162,410960001481,9.44
2017-2018,41,OREGON,Phoenix Elementary School,OR-00000000002039,4109630,OR-00000000002039-00000000000000000371,410963000391,16.74
2017-2018,41,OREGON,Talent Elementary School,OR-00000000002039,4109630,OR-00000000002039-00000000000000000372,410963000392,22.12
2017-2018,41,OREGON,Talent Middle School,OR-00000000002039,4109630,OR-00000000002039-00000000000000000373,410963000393,25.50
2017-2018,41,OREGON,Phoenix High School,OR-00000000002039,4109630,OR-00000000002039-00000000000000000374,410963000394,30.00
2017-2018,41,OREGON,Orchard Hill Elementary School,OR-00000000002039,4109630,OR-00000000002039-00000000000000000370,410963001335,18.50
2017-2018,41,OREGON,Armadillo Technical Institute,OR-00000000002039,4109630,OR-00000000002039-00000000000000003247,410963001489,6.00
2017-2018,41,OREGON,Pilot Rock Elementary School,OR-00000000002202,4109660,OR-00000000002202-00000000000000001027,410966001085,7.50
2017-2018,41,OREGON,Pilot Rock High School,OR-00000000002202,4109660,OR-00000000002202-00000000000000001028,410966001086,10.50
2017-2018,41,OREGON,Pine Creek Elementary School,OR-00000000002016,4109690,OR-00000000002016-00000000000000000347,410969000366,1.00
2017-2018,41,OREGON,Pine Eagle Charter School,OR-00000000001897,4109720,OR-00000000001897-00000000000000000015,410972000016,16.41
2017-2018,41,OREGON,Pinehurst Elementary School,OR-00000000002047,4109750,OR-00000000002047-00000000000000000407,410975000427,1.72
2017-2018,41,OREGON,Pleasant Hill Elementary School,OR-00000000002081,4109870,OR-00000000002081-00000000000000000500,410987000527,20.32
2017-2018,41,OREGON,Pleasant Hill High School,OR-00000000002081,4109870,OR-00000000002081-00000000000000000502,410987000529,29.19
2017-2018,41,OREGON,Plush Elementary School,OR-00000000002062,4109960,OR-00000000002062-00000000000000000497,410996000523,1.00
2017-2018,41,OREGON,Driftwood Elementary School,OR-00000000001973,4110020,OR-00000000001973-00000000000000000228,411002000246,8.50
2017-2018,41,OREGON,Pacific High School,OR-00000000001973,4110020,OR-00000000001973-00000000000000000229,411002000247,8.35
2017-2018,41,OREGON,Rieke Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000001299,411004000371,20.74
2017-2018,41,OREGON,Abernethy Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000822,411004000865,24.70
2017-2018,41,OREGON,Ainsworth Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000823,411004000866,28.50
2017-2018,41,OREGON,Alameda Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000824,411004000867,33.14
2017-2018,41,OREGON,Arleta Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000826,411004000869,27.69
2017-2018,41,OREGON,Astor Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000827,411004000870,25.75
2017-2018,41,OREGON,Atkinson Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000828,411004000871,24.00
2017-2018,41,OREGON,Rosa Parks Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000829,411004000872,22.18
2017-2018,41,OREGON,Beach Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000830,411004000873,23.36
2017-2018,41,OREGON,Beaumont Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000831,411004000874,28.21
2017-2018,41,OREGON,Boise-Eliot Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000833,411004000876,35.25
2017-2018,41,OREGON,Bridger Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000834,411004000877,28.16
2017-2018,41,OREGON,Bridlemile Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000835,411004000878,24.50
2017-2018,41,OREGON,Buckman Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000837,411004000880,23.25
2017-2018,41,OREGON,Capitol Hill Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000838,411004000881,20.50
2017-2018,41,OREGON,Chapman Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000839,411004000882,23.06
2017-2018,41,OREGON,Chief Joseph Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000840,411004000883,19.99
2017-2018,41,OREGON,Cesar Chavez K-8 School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000841,411004000884,38.12
2017-2018,41,OREGON,Harrison Park School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000842,411004000885,41.39
2017-2018,41,OREGON,Creston Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000843,411004000886,20.50
2017-2018,41,OREGON,Duniway Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000844,411004000887,24.25
2017-2018,41,OREGON,Faubion Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000847,411004000890,34.93
2017-2018,41,OREGON,George Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000849,411004000893,27.25
2017-2018,41,OREGON,Glencoe Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000850,411004000894,21.75
2017-2018,41,OREGON,Gray Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000852,411004000896,24.50
2017-2018,41,OREGON,Grout Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000854,411004000898,24.50
2017-2018,41,OREGON,Hayhurst Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000855,411004000899,26.15
2017-2018,41,OREGON,Beverly Cleary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000857,411004000901,42.32
2017-2018,41,OREGON,Hosford Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000858,411004000902,29.50
2017-2018,41,OREGON,Irvington Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000861,411004000905,24.91
2017-2018,41,OREGON,James John Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000862,411004000906,23.00
2017-2018,41,OREGON,Kelly Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000864,411004000909,31.17
2017-2018,41,OREGON,Martin Luther King Jr. School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000866,411004000911,29.74
2017-2018,41,OREGON,Lane Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000001243,411004000912,26.94
2017-2018,41,OREGON,Laurelhurst Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000868,411004000913,32.82
2017-2018,41,OREGON,Lee Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000869,411004000914,30.44
2017-2018,41,OREGON,Lent Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000870,411004000915,33.50
2017-2018,41,OREGON,Lewis Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000871,411004000916,23.42
2017-2018,41,OREGON,Llewellyn Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000872,411004000917,23.25
2017-2018,41,OREGON,Maplewood Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000873,411004000918,17.75
2017-2018,41,OREGON,Markham Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000001278,411004000919,26.99
2017-2018,41,OREGON,Marysville Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000875,411004000920,21.53
2017-2018,41,OREGON,Mt Tabor Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000877,411004000922,32.17
2017-2018,41,OREGON,Ockley Green Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000878,411004000925,31.00
2017-2018,41,OREGON,Peninsula Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000879,411004000926,19.00
2017-2018,41,OREGON,Richmond Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000883,411004000930,27.00
2017-2018,41,OREGON,Rigler Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000884,411004000931,30.00
2017-2018,41,OREGON,Roseway Heights School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000885,411004000932,55.60
2017-2018,41,OREGON,Sabin Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000886,411004000933,28.17
2017-2018,41,OREGON,Scott Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000887,411004000935,36.50
2017-2018,41,OREGON,Sellwood Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000888,411004000936,26.75
2017-2018,41,OREGON,Sitton Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000889,411004000937,24.89
2017-2018,41,OREGON,Skyline Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000890,411004000938,15.42
2017-2018,41,OREGON,Stephenson Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000892,411004000940,19.75
2017-2018,41,OREGON,Sunnyside Environmental School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000893,411004000941,30.44
2017-2018,41,OREGON,Vernon Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000895,411004000944,27.75
2017-2018,41,OREGON,Vestal Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000896,411004000945,26.17
2017-2018,41,OREGON,West Sylvan Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000898,411004000947,44.35
2017-2018,41,OREGON,Whitman Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000900,411004000949,16.00
2017-2018,41,OREGON,Woodlawn Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000902,411004000952,23.50
2017-2018,41,OREGON,Woodmere Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000903,411004000953,18.76
2017-2018,41,OREGON,Woodstock Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000904,411004000954,27.15
2017-2018,41,OREGON,Benson Polytechnic High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000906,411004000956,58.00
2017-2018,41,OREGON,Cleveland High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000909,411004000958,79.13
2017-2018,41,OREGON,Franklin High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000911,411004000960,88.04
2017-2018,41,OREGON,Grant High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000912,411004000962,74.28
2017-2018,41,OREGON,Jefferson High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000913,411004000964,40.17
2017-2018,41,OREGON,Lincoln High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000914,411004000966,86.95
2017-2018,41,OREGON,Metropolitan Learning Center,OR-00000000002180,4110040,OR-00000000002180-00000000000000000916,411004000967,22.66
2017-2018,41,OREGON,Madison High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000915,411004000968,67.01
2017-2018,41,OREGON,Wilson High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000922,411004000975,74.95
2017-2018,41,OREGON,da Vinci Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000001363,411004001079,22.90
2017-2018,41,OREGON,Winterhaven School,OR-00000000002180,4110040,OR-00000000002180-00000000000000001364,411004001102,16.50
2017-2018,41,OREGON,Jackson Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000001277,411004001365,31.97
2017-2018,41,OREGON,Forest Park Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000002413,411004001395,22.00
2017-2018,41,OREGON,Opal School of the Portland Children's Museum,OR-00000000002180,4110040,OR-00000000002180-00000000000000003451,411004001435,3.80
2017-2018,41,OREGON,Emerson School,OR-00000000002180,4110040,OR-00000000002180-00000000000000003991,411004001581,6.40
2017-2018,41,OREGON,Portland Village School,OR-00000000002180,4110040,OR-00000000002180-00000000000000004534,411004001649,22.42
2017-2018,41,OREGON,Alliance High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000004507,411004001652,20.75
2017-2018,41,OREGON,Portland Arthur Academy Charter School,OR-00000000002180,4110040,OR-00000000002180-00000000000000004400,411004001667,6.41
2017-2018,41,OREGON,Creative Science School,OR-00000000002180,4110040,OR-00000000002180-00000000000000004640,411004001765,23.25
2017-2018,41,OREGON,Le Monde French Immersion Public Charter School,OR-00000000002180,4110040,OR-00000000002180-00000000000000005060,411004001814,17.64
2017-2018,41,OREGON,Roosevelt High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000918,411004001821,59.68
2017-2018,41,OREGON,Kairos PDX,OR-00000000002180,4110040,OR-00000000002180-00000000000000005218,411004001830,9.20
2017-2018,41,OREGON,Trillium,OR-00000000002180,4110040,OR-00000000002180-00000000000000003616,411004004190,18.66
2017-2018,41,OREGON,Powers Elementary School,OR-00000000001967,4110080,OR-00000000001967-00000000000000000210,411008000226,5.92
2017-2018,41,OREGON,Powers High School,OR-00000000001967,4110080,OR-00000000001967-00000000000000000211,411008000227,6.25
2017-2018,41,OREGON,Prairie City School,OR-00000000002009,4110110,OR-00000000002009-00000000000000003349,411011000352,12.00
2017-2018,41,OREGON,Prospect Charter School,OR-00000000002045,4110200,OR-00000000002045-00000000000000003356,411020000111,17.57
2017-2018,41,OREGON,John Tuck Elementary School,OR-00000000001977,4110350,OR-00000000001977-00000000000000000258,411035000277,22.00
2017-2018,41,OREGON,M A Lynch Elementary School,OR-00000000001977,4110350,OR-00000000001977-00000000000000000259,411035000278,21.80
2017-2018,41,OREGON,Terrebonne Community School,OR-00000000001977,4110350,OR-00000000001977-00000000000000000260,411035000279,20.37
2017-2018,41,OREGON,Tumalo Community School,OR-00000000001977,4110350,OR-00000000001977-00000000000000000261,411035000280,19.76
2017-2018,41,OREGON,Obsidian Middle School,OR-00000000001977,4110350,OR-00000000001977-00000000000000000262,411035000281,29.00
2017-2018,41,OREGON,Redmond High School,OR-00000000001977,4110350,OR-00000000001977-00000000000000000263,411035000282,45.35
2017-2018,41,OREGON,Elton Gregory Middle School,OR-00000000001977,4110350,OR-00000000001977-00000000000000001326,411035000647,29.37
2017-2018,41,OREGON,Vern Patrick Elementary School,OR-00000000001977,4110350,OR-00000000001977-00000000000000001325,411035000942,19.36
2017-2018,41,OREGON,Sage Elementary School,OR-00000000001977,4110350,OR-00000000001977-00000000000000000256,411035001347,27.00
2017-2018,41,OREGON,Tom McCall Elementary School,OR-00000000001977,4110350,OR-00000000001977-00000000000000004429,411035001645,24.37
2017-2018,41,OREGON,Redmond Proficiency Academy,OR-00000000001977,4110350,OR-00000000001977-00000000000000004729,411035001785,31.05
2017-2018,41,OREGON,Ridgeview High School,OR-00000000001977,4110350,OR-00000000001977-00000000000000005058,411035001820,36.27
2017-2018,41,OREGON,Redmond Early Learning Center at Hugh Hartman,OR-00000000001977,4110350,OR-00000000001977-00000000000000005340,411035001850,23.00
2017-2018,41,OREGON,Highland Elementary School,OR-00000000002001,4110410,OR-00000000002001-00000000000000000309,411041000329,22.00
2017-2018,41,OREGON,Reedsport Community Charter School,OR-00000000002001,4110410,OR-00000000002001-00000000000000000310,411041000330,14.00
2017-2018,41,OREGON,Alder Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000943,411052000997,28.88
2017-2018,41,OREGON,Fairview Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000945,411052000998,21.00
2017-2018,41,OREGON,Glenfair Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000946,411052000999,30.13
2017-2018,41,OREGON,Hartley Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000947,411052001000,25.36
2017-2018,41,OREGON,Margaret Scott Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000948,411052001001,22.75
2017-2018,41,OREGON,Davis Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000949,411052001003,24.81
2017-2018,41,OREGON,Sweetbriar Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000950,411052001004,21.00
2017-2018,41,OREGON,Troutdale Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000951,411052001005,22.00
2017-2018,41,OREGON,Wilkes Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000952,411052001006,24.61
2017-2018,41,OREGON,Hauton B Lee Middle School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000954,411052001007,39.85
2017-2018,41,OREGON,Reynolds High School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000957,411052001009,101.57
2017-2018,41,OREGON,Reynolds Middle School,OR-00000000002182,4110520,OR-00000000002182-00000000000000001254,411052001010,48.96
2017-2018,41,OREGON,Woodland Elementary,OR-00000000002182,4110520,OR-00000000002182-00000000000000001365,411052001209,28.00
2017-2018,41,OREGON,Walt Morey Middle School,OR-00000000002182,4110520,OR-00000000002182-00000000000000002263,411052001397,29.05
2017-2018,41,OREGON,Multisensory Learning Academy,OR-00000000002182,4110520,OR-00000000002182-00000000000000003490,411052001434,25.00
2017-2018,41,OREGON,Reynolds Learning Academy,OR-00000000002182,4110520,OR-00000000002182-00000000000000001343,411052001471,19.28
2017-2018,41,OREGON,Reynolds Arthur Academy,OR-00000000002182,4110520,OR-00000000002182-00000000000000004216,411052001540,11.00
2017-2018,41,OREGON,Salish Ponds Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000003989,411052001579,27.23
2017-2018,41,OREGON,Rockwood Preparatory Academy,OR-00000000002182,4110520,OR-00000000002182-00000000000000004822,411052001798,14.00
2017-2018,41,OREGON,Riddle Elementary School,OR-00000000001999,4110530,OR-00000000001999-00000000000000000304,411053000324,12.67
2017-2018,41,OREGON,Riddle High School,OR-00000000001999,4110530,OR-00000000001999-00000000000000000305,411053000325,12.18
2017-2018,41,OREGON,Riverdale High School,OR-00000000002188,4110560,OR-00000000002188-00000000000000001345,411056000892,18.09
2017-2018,41,OREGON,Riverdale Grade School,OR-00000000002188,4110560,OR-00000000002188-00000000000000000985,411056001039,25.80
2017-2018,41,OREGON,Rogue River Elementary School,OR-00000000002044,4110680,OR-00000000002044-00000000000000000399,411068000419,23.00
2017-2018,41,OREGON,Rogue River Junior/Senior High,OR-00000000002044,4110680,OR-00000000002044-00000000000000000401,411068000421,22.00
2017-2018,41,OREGON,Rivers Edge Academy Charter School,OR-00000000002044,4110680,OR-00000000002044-00000000000000004856,411068001811,9.11
2017-2018,41,OREGON,Eastwood Elementary School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000269,411071000288,21.52
2017-2018,41,OREGON,Fir Grove Elementary School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000270,411071000289,17.00
2017-2018,41,OREGON,Fullerton IV Elementary School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000271,411071000290,20.94
2017-2018,41,OREGON,Green Elementary School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000272,411071000291,14.36
2017-2018,41,OREGON,Hucrest Elementary School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000273,411071000292,20.99
2017-2018,41,OREGON,Melrose Elementary School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000274,411071000293,16.00
2017-2018,41,OREGON,Sunnyslope Elementary School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000276,411071000296,17.65
2017-2018,41,OREGON,Winchester Elementary,OR-00000000001991,4110710,OR-00000000001991-00000000000000000277,411071000297,18.39
2017-2018,41,OREGON,John C Fremont Middle School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000278,411071000298,33.48
2017-2018,41,OREGON,Joseph Lane Middle School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000279,411071000299,33.33
2017-2018,41,OREGON,Roseburg High School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000280,411071000300,70.07
2017-2018,41,OREGON,Phoenix School,OR-00000000001991,4110710,OR-00000000001991-00000000000000004391,411071001685,11.44
2017-2018,41,OREGON,Rose School,OR-00000000001991,4110710,OR-00000000001991-00000000000000005398,411071001853,3.00
2017-2018,41,OREGON,Yoshikai Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000764,411082000547,26.26
2017-2018,41,OREGON,Crossler Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000001329,411082000659,33.74
2017-2018,41,OREGON,Houck Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000001330,411082000664,45.33
2017-2018,41,OREGON,Stephens Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000001331,411082000668,51.04
2017-2018,41,OREGON,Auburn Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000728,411082000774,32.53
2017-2018,41,OREGON,Brush College Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000731,411082000777,14.02
2017-2018,41,OREGON,Bush Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000732,411082000778,18.75
2017-2018,41,OREGON,Candalaria Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000733,411082000779,14.20
2017-2018,41,OREGON,Clear Lake Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000734,411082000780,17.35
